EC,PRESS,TEMP,DEPTH,ALT
0.11,953.40,24.81,-0.61,510.35,
0.13,953.30,24.80,-0.61,511.23,
0.10,953.70,24.79,-0.61,507.73,
0.13,953.70,24.79,-0.61,507.73,
0.11,953.00,24.78,-0.61,513.85,
0.11,953.60,24.77,-0.61,508.61,
0.13,953.40,24.76,-0.61,510.35,
0.11,953.60,24.76,-0.61,508.61,
0.11,953.50,24.75,-0.61,509.48,
0.17,953.40,24.74,-0.61,510.35,
0.13,953.20,24.73,-0.61,512.10,
0.11,953.50,24.73,-0.61,509.48,
0.13,953.20,24.73,-0.61,512.10,
0.13,953.20,24.71,-0.61,512.10,
0.11,953.70,24.71,-0.61,507.73,
0.10,953.20,24.71,-0.61,512.10,
0.13,953.50,24.70,-0.61,509.48,
0.13,953.40,24.70,-0.61,510.35,
0.15,953.30,24.70,-0.61,511.23,
0.17,953.50,24.70,-0.61,509.48,
0.15,953.10,24.70,-0.61,512.98,
0.15,953.40,24.69,-0.61,510.35,
0.11,953.40,24.69,-0.61,510.35,
0.13,953.70,24.69,-0.61,507.73,
0.17,953.40,24.68,-0.61,510.35,
0.15,953.20,24.69,-0.61,512.10,
0.15,953.50,24.68,-0.61,509.48,
0.15,953.40,24.68,-0.61,510.35,
0.10,953.80,24.68,-0.61,506.86,
0.13,953.30,24.68,-0.61,511.23,
0.15,953.40,24.68,-0.61,510.35,
0.08,953.10,24.68,-0.61,512.98,
0.15,953.40,24.68,-0.61,510.35,
0.11,953.70,24.68,-0.61,507.73,
0.13,953.50,24.68,-0.61,509.48,
0.13,953.60,24.67,-0.61,508.61,
0.17,953.00,24.67,-0.61,513.85,
0.13,953.10,24.67,-0.61,512.98,
0.15,953.40,24.67,-0.61,510.35,
0.15,953.10,24.67,-0.61,512.98,
0.15,953.50,24.67,-0.61,509.48,
0.10,953.50,24.67,-0.61,509.48,
0.13,953.30,24.66,-0.61,511.23,
0.15,953.20,24.66,-0.61,512.10,
0.13,953.10,24.66,-0.61,512.98,
0.17,953.40,24.67,-0.61,510.35,
0.13,953.60,24.66,-0.61,508.61,
0.11,953.50,24.66,-0.61,509.48,
0.13,953.40,24.67,-0.61,510.35,
0.13,953.20,24.66,-0.61,512.10,
0.15,953.50,24.66,-0.61,509.48,
0.15,953.00,24.66,-0.61,513.85,
0.11,953.20,24.67,-0.61,512.10,
0.11,953.40,24.66,-0.61,510.35,
0.10,953.30,24.66,-0.61,511.23,
0.13,953.10,24.67,-0.61,512.98,
0.15,953.70,24.66,-0.61,507.73,
0.13,953.30,24.67,-0.61,511.23,
0.11,953.20,24.67,-0.61,512.10,
0.13,953.50,24.67,-0.61,509.48,
0.15,953.30,24.68,-0.61,511.23,
0.13,953.20,24.68,-0.61,512.10,
0.13,953.20,24.67,-0.61,512.10,
0.15,953.50,24.68,-0.61,509.48,
0.13,953.40,24.68,-0.61,510.35,
0.15,953.40,24.68,-0.61,510.35,
0.13,953.70,24.68,-0.61,507.73,
0.10,953.30,24.68,-0.61,511.23,
0.15,953.60,24.69,-0.61,508.61,
0.15,953.70,24.69,-0.61,507.73,
0.15,953.40,24.69,-0.61,510.35,
0.13,952.90,24.69,-0.61,514.72,
0.15,953.50,24.69,-0.61,509.48,
0.11,953.30,24.69,-0.61,511.23,
0.13,953.10,24.70,-0.61,512.98,
0.13,953.50,24.70,-0.61,509.48,
0.13,953.40,24.70,-0.61,510.35,
0.15,953.80,24.70,-0.61,506.86,
0.15,953.40,24.70,-0.61,510.35,
0.13,953.30,24.70,-0.61,511.23,
0.10,953.30,24.70,-0.61,511.23,
0.13,953.50,24.70,-0.61,509.48,
0.11,953.40,24.71,-0.61,510.35,
0.11,953.40,24.71,-0.61,510.35,
0.15,953.60,24.70,-0.61,508.61,
0.13,953.50,24.71,-0.61,509.48,
0.13,953.80,24.71,-0.61,506.86,
0.15,953.60,24.71,-0.61,508.61,
0.19,952.90,24.71,-0.61,514.72,
0.19,953.30,24.71,-0.61,511.23,
0.15,953.30,24.71,-0.61,511.23,
0.15,953.70,24.71,-0.61,507.73,
0.13,953.30,24.71,-0.61,511.23,
0.15,953.60,24.71,-0.61,508.61,
0.11,953.40,24.72,-0.61,510.35,
0.11,953.30,24.71,-0.61,511.23,
0.13,953.60,24.71,-0.61,508.61,
0.13,953.50,24.71,-0.61,509.48,
0.13,953.50,24.71,-0.61,509.48,
0.15,953.20,24.72,-0.61,512.10,
0.15,953.50,24.72,-0.61,509.48,
0.19,953.40,24.72,-0.61,510.35,
0.13,953.20,24.72,-0.61,512.10,
0.15,953.20,24.72,-0.61,512.10,
0.15,953.50,24.72,-0.61,509.48,
0.10,953.30,24.73,-0.61,511.23,
0.13,953.40,24.73,-0.61,510.35,
0.17,953.10,24.74,-0.61,512.98,
0.15,953.50,24.75,-0.61,509.48,
0.11,953.60,24.77,-0.61,508.61,
0.11,953.40,24.79,-0.61,510.35,
0.15,953.50,24.81,-0.61,509.48,
0.13,953.40,24.82,-0.61,510.35,
0.13,953.50,24.84,-0.61,509.48,
0.17,953.40,24.85,-0.61,510.35,
0.15,953.00,24.86,-0.61,513.85,
0.13,953.50,24.87,-0.61,509.48,
0.19,953.80,24.87,-0.61,506.86,
0.10,953.20,24.87,-0.61,512.10,
0.15,953.90,24.88,-0.60,505.98,
0.13,953.20,24.88,-0.61,512.10,
0.15,953.30,24.88,-0.61,511.23,
0.17,953.30,24.88,-0.61,511.23,
0.11,953.50,24.88,-0.61,509.48,
0.17,953.50,24.88,-0.61,509.48,
0.17,953.40,24.88,-0.61,510.35,
0.15,953.00,24.88,-0.61,513.85,
0.13,953.30,24.87,-0.61,511.23,
0.15,953.10,24.87,-0.61,512.98,
0.15,953.10,24.87,-0.61,512.98,
0.15,953.60,24.87,-0.61,508.61,
0.10,953.30,24.87,-0.61,511.23,
0.19,953.40,24.87,-0.61,510.35,
0.13,953.40,24.87,-0.61,510.35,
0.13,953.30,24.87,-0.61,511.23,
0.15,953.40,24.86,-0.61,510.35,
0.11,953.20,24.86,-0.61,512.10,
0.13,953.20,24.86,-0.61,512.10,
0.11,953.20,24.86,-0.61,512.10,
0.13,953.30,24.86,-0.61,511.23,
0.13,953.60,24.85,-0.61,508.61,
0.13,953.30,24.85,-0.61,511.23,
0.17,953.50,24.84,-0.61,509.48,
0.13,953.40,24.84,-0.61,510.35,
0.10,953.10,24.84,-0.61,512.98,
0.19,953.00,24.83,-0.61,513.85,
0.13,953.20,24.83,-0.61,512.10,
0.13,953.20,24.83,-0.61,512.10,
0.17,953.30,24.83,-0.61,511.23,
0.15,953.10,24.83,-0.61,512.98,
0.15,953.30,24.82,-0.61,511.23,
0.17,953.00,24.82,-0.61,513.85,
0.15,953.40,24.82,-0.61,510.35,
0.11,953.70,24.82,-0.61,507.73,
0.13,953.40,24.82,-0.61,510.35,
0.13,953.60,24.82,-0.61,508.61,
0.19,953.10,24.82,-0.61,512.98,
0.10,953.00,24.82,-0.61,513.85,
0.17,952.70,24.82,-0.62,516.47,
0.15,953.00,24.82,-0.61,513.85,
0.15,953.30,24.81,-0.61,511.23,
0.19,953.10,24.81,-0.61,512.98,
0.17,953.10,24.80,-0.61,512.98,
0.17,953.40,24.80,-0.61,510.35,
0.19,953.00,24.80,-0.61,513.85,
0.19,953.30,24.79,-0.61,511.23,
0.17,953.10,24.78,-0.61,512.98,
0.17,953.50,24.78,-0.61,509.48,
0.19,953.20,24.77,-0.61,512.10,
0.17,953.40,24.76,-0.61,510.35,
0.10,953.30,24.75,-0.61,511.23,
0.13,953.20,24.75,-0.61,512.10,
0.15,953.10,24.75,-0.61,512.98,
0.17,953.40,24.75,-0.61,510.35,
0.19,953.10,24.74,-0.61,512.98,
0.19,953.40,24.74,-0.61,510.35,
0.21,953.00,24.73,-0.61,513.85,
0.15,953.40,24.73,-0.61,510.35,
0.11,953.40,24.73,-0.61,510.35,
0.17,952.90,24.73,-0.61,514.72,
0.17,953.00,24.73,-0.61,513.85,
0.17,953.40,24.73,-0.61,510.35,
0.15,952.70,24.73,-0.62,516.47,
0.10,953.00,24.73,-0.61,513.85,
0.19,953.60,24.73,-0.61,508.61,
0.19,953.40,24.73,-0.61,510.35,
0.15,953.40,24.73,-0.61,510.35,
0.17,953.10,24.73,-0.61,512.98,
0.13,953.20,24.73,-0.61,512.10,
0.17,953.20,24.73,-0.61,512.10,
0.15,952.90,24.73,-0.61,514.72,
0.19,953.20,24.73,-0.61,512.10,
0.17,953.10,24.72,-0.61,512.98,
0.17,-20764.90,24.50,-222.74,nan,
0.17,952.90,24.71,-0.61,514.72,
0.15,953.10,24.71,-0.61,512.98,
0.10,953.30,24.70,-0.61,511.23,
0.17,953.20,24.69,-0.61,512.10,
0.19,953.10,24.69,-0.61,512.98,
0.17,953.30,24.69,-0.61,511.23,
0.17,953.10,24.68,-0.61,512.98,
0.17,953.30,24.68,-0.61,511.23,
0.15,953.50,24.68,-0.61,509.48,
0.17,953.20,24.68,-0.61,512.10,
0.19,953.50,24.68,-0.61,509.48,
0.17,953.60,24.68,-0.61,508.61,
0.17,953.30,24.68,-0.61,511.23,
0.17,953.40,24.68,-0.61,510.35,
0.19,952.70,24.67,-0.62,516.47,
0.15,953.10,24.66,-0.61,512.98,
0.21,953.10,24.66,-0.61,512.98,
0.17,953.10,24.66,-0.61,512.98,
0.17,953.40,24.65,-0.61,510.35,
0.19,953.20,24.64,-0.61,512.10,
0.19,953.40,24.63,-0.61,510.35,
0.19,952.90,24.63,-0.61,514.72,
0.19,953.10,24.62,-0.61,512.98,
0.15,953.10,24.62,-0.61,512.98,
0.15,953.00,24.62,-0.61,513.85,
0.17,953.00,24.62,-0.61,513.85,
0.23,953.40,24.61,-0.61,510.35,
0.10,953.30,24.60,-0.61,511.23,
0.19,953.10,24.60,-0.61,512.98,
0.19,952.80,24.60,-0.62,515.60,
0.15,953.00,24.59,-0.61,513.85,
0.15,953.50,24.59,-0.61,509.48,
0.17,953.10,24.59,-0.61,512.98,
0.21,953.20,24.59,-0.61,512.10,
0.19,953.70,24.59,-0.61,507.73,
0.13,952.60,24.58,-0.62,517.35,
0.17,953.20,24.58,-0.61,512.10,
0.13,953.00,24.58,-0.61,513.85,
0.19,953.50,24.57,-0.61,509.48,
0.15,953.10,24.57,-0.61,512.98,
0.10,952.50,24.56,-0.62,518.22,
0.19,952.70,24.57,-0.62,516.47,
0.19,953.10,24.57,-0.61,512.98,
0.17,952.60,24.57,-0.62,517.35,
0.15,953.60,24.57,-0.61,508.61,
0.17,953.00,24.57,-0.61,513.85,
0.19,953.20,24.57,-0.61,512.10,
0.19,953.40,24.57,-0.61,510.35,
0.17,953.10,24.58,-0.61,512.98,
0.17,953.10,24.58,-0.61,512.98,
0.19,952.60,24.58,-0.62,517.35,
0.15,953.30,24.57,-0.61,511.23,
0.19,952.90,24.57,-0.61,514.72,
0.10,953.20,24.56,-0.61,512.10,
0.17,953.10,24.56,-0.61,512.98,
0.19,952.80,24.55,-0.62,515.60,
0.19,953.10,24.54,-0.61,512.98,
0.17,953.30,24.53,-0.61,511.23,
0.19,952.70,24.52,-0.62,516.47,
0.17,952.60,24.51,-0.62,517.35,
0.17,952.80,24.50,-0.62,515.60,
0.19,952.90,24.49,-0.61,514.72,
0.15,953.10,24.49,-0.61,512.98,
0.17,952.60,24.49,-0.62,517.35,
0.15,953.10,24.49,-0.61,512.98,
0.21,952.70,24.49,-0.62,516.47,
0.10,953.50,24.49,-0.61,509.48,
0.21,953.30,24.49,-0.61,511.23,
0.17,953.30,24.50,-0.61,511.23,
0.19,953.30,24.50,-0.61,511.23,
0.19,953.30,24.50,-0.61,511.23,
0.19,953.20,24.51,-0.61,512.10,
0.17,953.00,24.51,-0.61,513.85,
0.21,953.60,24.52,-0.61,508.61,
0.23,953.10,24.53,-0.61,512.98,
0.19,953.00,24.53,-0.61,513.85,
0.17,953.20,24.54,-0.61,512.10,
0.15,953.20,24.55,-0.61,512.10,
0.19,953.30,24.56,-0.61,511.23,
0.10,953.50,24.56,-0.61,509.48,
0.17,952.70,24.56,-0.62,516.47,
0.19,953.30,24.56,-0.61,511.23,
0.17,953.30,24.56,-0.61,511.23,
0.17,952.90,24.56,-0.61,514.72,
0.17,953.10,24.56,-0.61,512.98,
0.19,952.90,24.55,-0.61,514.72,
0.17,952.80,24.56,-0.62,515.60,
0.17,953.00,24.54,-0.61,513.85,
0.19,952.60,24.54,-0.62,517.35,
0.19,952.70,24.54,-0.62,516.47,
0.17,953.20,24.54,-0.61,512.10,
0.17,952.80,24.53,-0.62,515.60,
0.20,952.70,24.53,-0.62,516.47,
0.13,953.20,24.52,-0.61,512.10,
0.17,952.40,24.51,-0.62,519.10,
0.21,953.10,24.51,-0.61,512.98,
0.17,953.10,24.50,-0.61,512.98,
0.15,953.30,24.49,-0.61,511.23,
0.19,953.20,24.49,-0.61,512.10,
0.19,952.50,24.49,-0.62,518.22,
0.19,952.90,24.48,-0.61,514.72,
0.19,952.90,24.47,-0.61,514.72,
0.17,953.30,24.48,-0.61,511.23,
0.19,952.60,24.47,-0.62,517.35,
0.19,953.00,24.47,-0.61,513.85,
0.19,953.00,24.48,-0.61,513.85,
0.17,953.10,24.48,-0.61,512.98,
0.15,953.20,24.48,-0.61,512.10,
0.17,953.20,24.49,-0.61,512.10,
0.21,952.90,24.49,-0.61,514.72,
0.23,953.40,24.49,-0.61,510.35,
0.17,953.00,24.49,-0.61,513.85,
0.19,953.20,24.50,-0.61,512.10,
0.17,953.40,24.50,-0.61,510.35,
0.19,953.20,24.51,-0.61,512.10,
0.17,953.10,24.52,-0.61,512.98,
0.17,953.80,24.53,-0.61,506.86,
0.10,953.40,24.53,-0.61,510.35,
0.25,953.90,24.54,-0.60,505.98,
0.17,953.70,24.55,-0.61,507.73,
0.17,953.70,24.56,-0.61,507.73,
0.15,953.50,24.57,-0.61,509.48,
0.17,953.80,24.58,-0.61,506.86,
0.13,953.70,24.59,-0.61,507.73,
0.19,953.90,24.61,-0.60,505.98,
0.15,953.70,24.62,-0.61,507.73,
0.17,954.00,24.63,-0.60,505.11,
0.17,953.80,24.64,-0.61,506.86,
0.21,954.00,24.65,-0.60,505.11,
0.21,953.60,24.67,-0.61,508.61,
0.10,953.60,24.69,-0.61,508.61,
0.17,954.10,24.71,-0.60,504.24,
0.19,953.90,24.73,-0.60,505.98,
0.17,953.80,24.75,-0.61,506.86,
0.15,953.90,24.78,-0.60,505.98,
0.15,974.20,25.02,-0.40,330.12,
0.19,1007.50,26.09,-0.06,47.96,
0.17,1032.70,26.99,0.20,-160.60,
0.21,1067.30,27.74,0.56,-440.33,
0.21,1118.20,28.43,1.08,-838.78,
0.19,1146.10,29.07,1.36,-1051.00,
0.15,1169.90,29.60,1.60,-1228.74,
0.23,1200.50,30.01,1.92,-1453.01,
0.10,1232.60,30.43,2.25,-1683.36,
0.19,1259.80,30.82,2.52,-1874.77,
0.19,1296.00,31.17,2.89,-2124.40,
0.15,1321.90,31.48,3.16,-2299.57,
0.17,1351.10,31.76,3.46,-2493.74,
820.68,1391.60,32.03,3.87,-2757.50,
84840.58,1409.80,32.27,4.06,-2874.01,
835.10,1454.10,32.50,4.51,-3152.61,
834.60,1485.80,32.72,4.84,-3347.77,
834.10,1501.60,32.91,5.00,-3443.79,
834.80,1548.30,33.09,5.47,-3722.88,
834.30,1574.00,33.24,5.74,-3873.57,
833.70,1620.90,33.39,6.22,-4143.52,
833.30,1641.70,33.52,6.43,-4261.21,
833.20,1672.10,33.64,6.74,-4431.08,
833.10,1701.50,33.76,7.04,-4593.00,
832.60,1750.40,33.88,7.54,-4857.36,
832.30,1788.50,33.99,7.93,-5059.22,
832.40,1839.50,34.09,8.45,-5324.05,
832.20,1872.30,34.18,8.79,-5491.24,
832.20,1917.70,34.26,9.25,-5718.80,
832.10,1936.00,34.33,9.44,-5809.28,
831.70,1970.30,34.40,9.79,-5977.04,
831.40,1982.20,34.46,9.91,-6034.69,
831.40,1996.30,34.52,10.06,-6102.64,
831.40,2016.80,34.57,10.27,-6200.73,
831.40,2028.60,34.62,10.39,-6256.83,
831.30,2062.20,34.66,10.73,-6415.14,
831.30,2088.50,34.70,11.00,-6537.60,
831.30,2106.80,34.75,11.19,-6622.07,
831.20,2140.50,34.78,11.53,-6776.10,
831.20,2158.50,34.82,11.72,-6857.56,
831.20,2179.70,34.86,11.93,-6952.81,
831.00,2189.80,34.89,12.04,-6997.92,
831.20,2207.70,34.91,12.22,-7077.46,
831.10,2240.40,34.95,12.55,-7221.42,
831.30,2263.80,34.97,12.79,-7323.41,
831.30,2302.20,35.00,13.19,-7488.92,
831.10,2320.90,35.02,13.38,-7568.72,
831.40,2357.20,35.04,13.75,-7722.14,
831.20,2391.30,35.07,14.10,-7864.53,
831.40,2411.70,35.08,14.31,-7948.93,
831.50,2444.30,35.10,14.64,-8082.62,
831.40,2478.90,35.11,14.99,-8222.93,
831.30,2508.70,35.13,15.30,-8342.51,
831.90,2541.70,35.14,15.64,-8473.60,
831.30,2566.50,35.16,15.89,-8571.21,
831.60,2574.50,35.17,15.97,-8602.54,
831.90,2606.30,35.18,16.30,-8726.28,
831.90,2624.20,35.20,16.48,-8795.40,
833.90,2654.40,35.21,16.79,-8911.15,
1974.00,2674.70,35.22,17.00,-8988.35,
2644.00,2704.20,35.23,17.30,-9099.71,
3490.00,2724.30,35.23,17.50,-9175.02,
3694.00,2759.60,35.24,17.86,-9306.20,
3714.00,2781.20,35.24,18.08,-9385.80,
3729.00,2814.20,35.26,18.42,-9506.45,
3731.00,2844.20,35.26,18.73,-9615.14,
3733.00,2872.10,35.27,19.01,-9715.40,
3733.00,2905.40,35.28,19.36,-9834.03,
3735.00,2927.60,35.28,19.58,-9912.50,
3733.00,2961.80,35.29,19.93,-10032.46,
3732.00,2993.20,35.30,20.25,-10141.61,
3734.00,3030.80,35.30,20.64,-10271.11,
3733.00,3060.40,35.31,20.94,-10372.14,
3732.00,3090.30,35.32,21.25,-10473.39,
3732.00,3119.80,35.32,21.55,-10572.52,
3731.00,3149.30,35.33,21.85,-10670.89,
3730.00,3187.60,35.33,22.24,-10797.49,
3728.00,3224.30,35.34,22.62,-10917.66,
3729.00,3247.00,35.34,22.85,-10991.43,
3728.00,3293.50,35.35,23.32,-11141.26,
3727.00,3322.70,35.35,23.62,-11234.47,
3728.00,3354.20,35.36,23.95,-11334.28,
3726.00,3389.80,35.37,24.31,-11446.18,
3728.00,3418.40,35.37,24.60,-11535.38,
3728.00,3458.90,35.38,25.02,-11660.68,
3726.00,3492.10,35.38,25.36,-11762.50,
3725.00,3518.90,35.39,25.63,-11844.13,
3725.00,3553.80,35.39,25.99,-11949.68,
3726.00,3582.80,35.40,26.28,-12036.75,
3727.00,3612.50,35.40,26.59,-12125.33,
3726.00,3642.90,35.41,26.90,-12215.38,
3729.00,3668.50,35.41,27.16,-12290.75,
3728.00,3703.80,35.42,27.52,-12393.98,
3728.00,3733.50,35.43,27.82,-12480.22,
3728.00,3755.30,35.43,28.05,-12543.16,
3729.00,3792.80,35.43,28.43,-12650.76,
3729.00,3814.60,35.43,28.65,-12712.91,
3729.00,3841.10,35.44,28.93,-12788.07,
3731.00,3872.00,35.44,29.24,-12875.19,
3729.00,3907.30,35.45,29.60,-12974.03,
3729.00,3940.20,35.46,29.94,-13065.49,
3729.00,3974.30,35.46,30.29,-13159.65,
3728.00,4003.80,35.47,30.59,-13240.56,
3729.00,4041.10,35.47,30.97,-13342.20,
3733.00,4071.80,35.47,31.28,-13425.29,
3732.00,4101.60,35.48,31.59,-13505.45,
3733.00,4136.70,35.49,31.95,-13599.27,
3733.00,4161.30,35.49,32.20,-13664.64,
3731.00,4201.50,35.50,32.61,-13770.79,
3733.00,4236.40,35.50,32.97,-13862.28,
3733.00,4261.50,35.50,33.23,-13927.70,
3735.00,4302.10,35.51,33.64,-14032.87,
3711.00,4336.60,35.52,33.99,-14121.61,
3733.00,4364.80,35.52,34.28,-14193.72,
3735.00,4397.60,35.53,34.62,-14277.11,
3734.00,4427.40,35.53,34.92,-14352.46,
3737.00,4454.90,35.54,35.20,-14421.61,
3735.00,4479.90,35.54,35.46,-14484.18,
3737.00,4512.60,35.55,35.79,-14565.60,
3737.00,4539.30,35.55,36.07,-14631.72,
3738.00,4574.00,35.56,36.42,-14717.19,
3738.00,4606.40,35.57,36.75,-14796.52,
3740.00,4640.70,35.57,37.10,-14880.02,
3739.00,4675.10,35.57,37.46,-14963.25,
3739.00,4702.80,35.58,37.74,-15029.92,
3741.00,4740.50,35.59,38.12,-15120.14,
3741.00,4765.90,35.59,38.38,-15180.60,
3740.00,4804.10,35.60,38.77,-15271.03,
3741.00,4832.00,35.60,39.06,-15336.72,
3742.00,4868.30,35.61,39.43,-15421.72,
3741.00,4893.10,35.62,39.69,-15479.50,
3743.00,4925.80,35.62,40.02,-15555.33,
3742.00,4963.10,35.63,40.40,-15641.32,
3743.00,4992.60,35.63,40.70,-15708.96,
3743.00,5027.80,35.64,41.06,-15789.25,
3744.00,5059.30,35.65,41.38,-15860.71,
3744.00,5091.40,35.65,41.71,-15933.17,
3745.00,5122.80,35.65,42.03,-16003.69,
3744.00,5156.40,35.66,42.38,-16078.76,
3746.00,5199.30,35.67,42.82,-16174.04,
3746.00,5237.90,35.68,43.21,-16259.23,
3747.00,5264.60,35.68,43.48,-16317.85,
3746.00,5305.90,35.69,43.91,-16408.07,
3747.00,5341.00,35.69,44.27,-16484.29,
3746.00,5374.90,35.70,44.61,-16557.52,
3747.00,5409.80,35.71,44.97,-16632.53,
3748.00,5446.70,35.71,45.35,-16711.41,
3748.00,5471.80,35.72,45.60,-16764.81,
3748.00,5507.30,35.73,45.97,-16840.01,
3750.00,5543.70,35.74,46.34,-16916.71,
3749.00,5573.90,35.74,46.65,-16980.04,
3750.00,5606.50,35.75,46.98,-17048.08,
3750.00,5624.70,35.76,47.17,-17085.93,
3749.00,5671.20,35.76,47.64,-17182.19,
3751.00,5707.50,35.77,48.01,-17256.89,
3750.00,5747.00,35.78,48.42,-17337.73,
3752.00,5782.80,35.79,48.78,-17410.62,
3752.00,5829.20,35.80,49.26,-17504.56,
3754.00,5865.70,35.80,49.63,-17578.02,
3754.00,5896.20,35.81,49.94,-17639.11,
3754.00,5923.50,35.82,50.22,-17693.59,
3755.00,5959.30,35.83,50.59,-17764.72,
3756.00,5988.90,35.83,50.89,-17823.27,
3756.00,6026.70,35.84,51.28,-17897.70,
3757.00,6052.30,35.85,51.54,-17947.89,
3758.00,6099.30,35.86,52.02,-18039.59,
3755.00,6134.90,35.87,52.39,-18108.68,
3756.00,6171.00,35.87,52.76,-18178.40,
3755.00,6204.00,35.88,53.09,-18241.85,
3757.00,6235.90,35.89,53.42,-18302.92,
3753760.00,6266.80,35.90,53.74,-18361.84,
3760.00,6300.60,35.90,54.08,-18426.02,
3759.00,6340.30,35.91,54.49,-18501.04,
3760.00,6365.20,35.92,54.74,-18547.90,
3761.00,6389.40,35.93,54.99,-18593.30,
3762.00,6429.90,35.94,55.40,-18668.98,
3762.00,6464.80,35.95,55.76,-18733.87,
3763.00,6498.70,35.95,56.11,-18796.64,
3764.00,6536.90,35.96,56.50,-18867.07,
3763.00,6572.40,35.97,56.86,-18932.20,
3764.00,6606.30,35.98,57.21,-18994.14,
3764.00,6643.20,35.99,57.58,-19061.28,
3766.00,6664.70,36.00,57.80,-19100.25,
3766.00,6699.10,36.00,58.16,-19162.39,
3766.00,6731.90,36.01,58.49,-19221.41,
3768.00,6767.40,36.02,58.86,-19285.02,
3767.00,6797.50,36.03,59.16,-19338.75,
3762.00,6831.60,36.04,59.51,-19399.38,
3766.00,6863.70,36.05,59.84,-19456.23,
3769.00,6897.30,36.05,60.18,-19515.51,
3769.00,6917.60,36.06,60.39,-19551.21,
3769.00,6936.40,36.07,60.58,-19584.19,
3769.00,6943.00,36.07,60.65,-19595.76,
3770.00,6982.00,36.08,61.05,-19663.91,
3773770.00,6986.30,36.09,61.09,-19671.40,
3771.00,6987.20,36.09,61.10,-19672.97,
3771.00,6987.10,36.09,61.10,-19672.80,
3771.00,6986.10,36.09,61.09,-19671.06,
3770.00,6987.60,36.10,61.11,-19673.67,
3771.00,6987.30,36.10,61.10,-19673.15,
3770.00,6979.30,36.10,61.02,-19659.20,
3772.00,6994.30,36.11,61.18,-19685.34,
3771.00,7017.80,36.12,61.42,-19726.20,
3773.00,7046.50,36.12,61.71,-19775.95,
3771.00,7076.60,36.13,62.02,-19827.94,
3772.00,7113.90,36.13,62.40,-19892.14,
3771.00,7127.70,36.13,62.54,-19915.81,
3771.00,7097.90,36.13,62.24,-19864.63,
3773.00,7109.80,36.14,62.36,-19885.09,
3774.00,7136.90,36.14,62.63,-19931.58,
3776.00,7175.60,36.15,63.03,-19997.71,
3775.00,7215.00,36.15,63.43,-20064.76,
3778.00,7255.20,36.16,63.84,-20132.85,
3777.00,7296.70,36.16,64.27,-20202.83,
3773.00,7328.40,36.17,64.59,-20256.06,
3773.00,7346.20,36.17,64.77,-20285.87,
3772.00,7365.30,36.18,64.97,-20317.80,
3773.00,7401.50,36.19,65.34,-20378.12,
3775.00,7431.10,36.20,65.64,-20427.26,
3773775.00,7466.10,36.20,66.00,-20485.17,
3773.00,7496.40,36.21,66.31,-20535.12,
3773.00,7532.10,36.21,66.68,-20593.77,
3772.00,7558.90,36.22,66.95,-20637.65,
3772.00,7590.90,36.22,67.28,-20689.87,
3772.00,7621.60,36.23,67.59,-20739.81,
3773.00,7645.40,36.24,67.84,-20778.41,
3774.00,7679.00,36.25,68.18,-20832.75,
3773.00,7706.40,36.25,68.46,-20876.91,
3773.00,7735.10,36.26,68.75,-20923.03,
3773.00,7769.40,36.27,69.10,-20977.98,
3774.00,7794.60,36.28,69.36,-21018.22,
3775.00,7815.00,36.28,69.57,-21050.72,
3776.00,7850.30,36.29,69.93,-21106.79,
3776.00,7877.20,36.30,70.21,-21149.39,
3775.00,7906.80,36.30,70.51,-21196.11,
3776.00,7943.00,36.31,70.88,-21253.07,
3773.00,7967.20,36.32,71.13,-21291.04,
3775.00,7998.20,36.33,71.44,-21339.53,
3763.00,8027.10,36.34,71.74,-21384.60,
3767.00,8054.90,36.35,72.02,-21427.83,
3765.00,8086.10,36.36,72.34,-21476.20,
3768.00,8128.50,36.37,72.78,-21541.70,
3770.00,8163.00,36.37,73.13,-21594.79,
3763770.00,8193.00,36.38,73.44,-21640.81,
3769.00,8229.20,36.39,73.81,-21696.16,
3772.00,8256.40,36.40,74.08,-21737.62,
3772.00,8282.80,36.41,74.35,-21777.75,
3773.00,8315.10,36.42,74.68,-21826.71,
3769.00,8336.10,36.42,74.90,-21858.46,
3774.00,8366.30,36.43,75.21,-21904.00,
3780.00,8385.20,36.44,75.40,-21932.44,
3780.00,8414.30,36.45,75.70,-21976.12,
3783.00,8447.60,36.45,76.04,-22025.96,
3783.00,8482.60,36.46,76.40,-22078.16,
3784.00,8512.30,36.47,76.70,-22122.33,
3785.00,8548.00,36.48,77.07,-22175.25,
3785.00,8584.20,36.49,77.44,-22228.73,
3783.00,8614.80,36.50,77.75,-22273.80,
3785.00,8644.80,36.50,78.06,-22317.87,
3786.00,8671.90,36.51,78.33,-22357.56,
3787.00,8702.70,36.52,78.65,-22402.55,
3787.00,8729.40,36.53,78.92,-22441.44,
3729.00,8760.10,36.54,79.24,-22486.04,
3725.00,8790.00,36.55,79.54,-22529.37,
3723.00,8825.90,36.56,79.91,-22581.23,
3744.00,8857.90,36.56,80.24,-22627.31,
3730.00,8890.50,36.57,80.57,-22674.11,
3733733.00,8923.90,36.58,80.91,-22721.92,
3733.00,8954.70,36.59,81.23,-22765.88,
3739.00,8992.80,36.60,81.62,-22820.10,
3739.00,9024.10,36.60,81.94,-22864.49,
