EC,PRESS,TEMP,DEPTH,ALT
55.97,973.20,22.90,-0.41,338.71,
55.98,973.50,22.90,-0.40,336.13,
55.99,973.40,22.91,-0.41,336.99,
55.95,972.90,22.91,-0.41,341.29,
55.97,973.00,22.90,-0.41,340.43,
55.93,973.50,22.90,-0.40,336.13,
55.99,973.40,22.90,-0.41,336.99,
55.99,973.20,22.90,-0.41,338.71,
55.95,973.40,22.90,-0.41,336.99,
55.94,973.40,22.90,-0.41,336.99,
56.00,973.20,22.90,-0.41,338.71,
55.90,973.50,22.90,-0.40,336.13,
55.99,973.30,22.90,-0.41,337.85,
55.95,972.90,22.90,-0.41,341.29,
55.92,973.00,22.90,-0.41,340.43,
55.94,972.90,22.90,-0.41,341.29,
55.94,972.90,22.90,-0.41,341.29,
55.89,973.60,22.90,-0.40,335.28,
55.92,973.80,22.90,-0.40,333.56,
55.94,973.30,22.90,-0.41,337.85,
55.92,973.60,22.90,-0.40,335.28,
55.93,973.30,22.89,-0.41,337.85,
55.92,973.60,22.90,-0.40,335.28,
55.94,973.60,22.90,-0.40,335.28,
55.94,973.40,22.89,-0.41,336.99,
55.90,973.40,22.89,-0.41,336.99,
55.93,973.10,22.89,-0.41,339.57,
55.89,973.00,22.89,-0.41,340.43,
55.92,973.60,22.89,-0.40,335.28,
55.94,973.40,22.89,-0.41,336.99,
55.87,973.60,22.89,-0.40,335.28,
55.87,973.20,22.89,-0.41,338.71,
55.89,973.20,22.89,-0.41,338.71,
55.88,973.60,22.89,-0.40,335.28,
55.88,973.10,22.89,-0.41,339.57,
55.86,973.20,22.89,-0.41,338.71,
55.91,973.40,22.89,-0.41,336.99,
55.91,973.40,22.89,-0.41,336.99,
55.84,973.50,22.89,-0.40,336.13,
55.87,973.20,22.89,-0.41,338.71,
55.85,973.60,22.89,-0.40,335.28,
55.88,973.50,22.88,-0.40,336.13,
55.88,973.10,22.89,-0.41,339.57,
55.84,973.60,22.88,-0.40,335.28,
55.85,973.00,22.88,-0.41,340.43,
55.85,973.60,22.88,-0.40,335.28,
55.82,973.30,22.88,-0.41,337.85,
55.81,973.40,22.89,-0.41,336.99,
55.83,973.60,22.88,-0.40,335.28,
55.81,973.90,22.88,-0.40,332.70,
55.86,973.30,22.88,-0.41,337.85,
55.80,973.30,22.88,-0.41,337.85,
55.82,973.30,22.88,-0.41,337.85,
55.80,973.80,22.88,-0.40,333.56,
55.84,973.50,22.88,-0.40,336.13,
55.80,973.30,22.88,-0.41,337.85,
55.75,973.10,22.88,-0.41,339.57,
55.55,973.40,22.88,-0.41,336.99,
55.83,973.00,22.88,-0.41,340.43,
55.70,973.10,22.88,-0.41,339.57,
55.77,973.40,22.88,-0.41,336.99,
55.82,973.40,22.87,-0.41,336.99,
55.77,973.10,22.87,-0.41,339.57,
55.81,972.80,22.87,-0.41,342.15,
55.78,972.80,22.87,-0.41,342.15,
55.81,972.90,22.87,-0.41,341.29,
55.75,973.20,22.87,-0.41,338.71,
55.78,973.20,22.87,-0.41,338.71,
55.78,973.30,22.87,-0.41,337.85,
55.73,973.10,22.87,-0.41,339.57,
55.75,973.20,22.87,-0.41,338.71,
55.55,973.90,22.87,-0.40,332.70,
55.74,973.70,22.87,-0.40,334.41,
55.75,973.70,22.87,-0.40,334.41,
55.74,973.40,22.87,-0.41,336.99,
55.75,973.30,22.87,-0.41,337.85,
55.76,973.10,22.87,-0.41,339.57,
55.75,973.30,22.87,-0.41,337.85,
55.67,973.50,22.87,-0.40,336.13,
55.78,973.70,22.87,-0.40,334.41,
55.74,973.40,22.87,-0.41,336.99,
55.70,973.00,22.86,-0.41,340.43,
55.78,973.20,22.87,-0.41,338.71,
55.71,973.30,22.87,-0.41,337.85,
55.55,972.90,22.86,-0.41,341.29,
55.74,973.50,22.87,-0.40,336.13,
55.76,973.20,22.87,-0.41,338.71,
55.74,972.90,22.86,-0.41,341.29,
55.72,973.10,22.86,-0.41,339.57,
55.66,973.30,22.86,-0.41,337.85,
55.71,973.20,22.86,-0.41,338.71,
55.69,972.70,22.86,-0.41,343.01,
55.69,973.30,22.86,-0.41,337.85,
55.73,973.10,22.86,-0.41,339.57,
55.76,973.20,22.86,-0.41,338.71,
55.67,973.60,22.86,-0.40,335.28,
55.78,973.60,22.86,-0.40,335.28,
55.55,973.20,22.86,-0.41,338.71,
55.70,973.30,22.86,-0.41,337.85,
55.69,973.20,22.86,-0.41,338.71,
55.69,973.10,22.86,-0.41,339.57,
55.71,973.30,22.85,-0.41,337.85,
55.74,973.10,22.86,-0.41,339.57,
55.70,973.40,22.86,-0.41,336.99,
55.68,973.30,22.86,-0.41,337.85,
55.75,973.10,22.86,-0.41,339.57,
55.68,973.80,22.85,-0.40,333.56,
55.68,973.30,22.85,-0.41,337.85,
55.70,973.70,22.85,-0.40,334.41,
55.69,973.00,22.86,-0.41,340.43,
55.55,973.50,22.85,-0.40,336.13,
55.72,973.40,22.85,-0.41,336.99,
55.72,973.60,22.85,-0.40,335.28,
55.69,973.40,22.85,-0.41,336.99,
55.66,972.90,22.85,-0.41,341.29,
55.66,973.20,22.85,-0.41,338.71,
55.70,973.20,22.85,-0.41,338.71,
55.69,972.90,22.85,-0.41,341.29,
55.69,973.40,22.85,-0.41,336.99,
55.71,973.80,22.85,-0.40,333.56,
55.68,973.00,22.85,-0.41,340.43,
55.67,973.40,22.85,-0.41,336.99,
55.67,973.60,22.85,-0.40,335.28,
55.67,973.00,22.85,-0.41,340.43,
55.55,973.40,22.85,-0.41,336.99,
55.67,973.30,22.85,-0.41,337.85,
55.67,973.50,22.85,-0.40,336.13,
55.70,972.60,22.85,-0.41,343.87,
55.67,973.20,22.85,-0.41,338.71,
55.68,973.70,22.84,-0.40,334.41,
55.68,972.90,22.84,-0.41,341.29,
55.67,973.40,22.84,-0.41,336.99,
55.68,973.20,22.84,-0.41,338.71,
55.62,973.10,22.84,-0.41,339.57,
55.65,973.10,22.84,-0.41,339.57,
55.62,973.40,22.84,-0.41,336.99,
55.64,973.50,22.84,-0.40,336.13,
55.55,973.20,22.84,-0.41,338.71,
55.64,973.40,22.84,-0.41,336.99,
55.62,973.40,22.84,-0.41,336.99,
55.63,973.40,22.84,-0.41,336.99,
55.64,973.00,22.84,-0.41,340.43,
55.64,973.30,22.84,-0.41,337.85,
55.69,973.20,22.84,-0.41,338.71,
55.66,973.20,22.84,-0.41,338.71,
55.60,973.30,22.83,-0.41,337.85,
55.62,973.20,22.84,-0.41,338.71,
55.62,973.10,22.84,-0.41,339.57,
55.60,972.80,22.83,-0.41,342.15,
55.64,973.30,22.84,-0.41,337.85,
55.55,972.90,22.84,-0.41,341.29,
55.65,973.10,22.83,-0.41,339.57,
55.62,973.40,22.84,-0.41,336.99,
55.67,973.40,22.83,-0.41,336.99,
55.62,973.00,22.84,-0.41,340.43,
55.59,973.30,22.83,-0.41,337.85,
55.63,973.20,22.83,-0.41,338.71,
55.66,972.90,22.83,-0.41,341.29,
55.61,973.30,22.83,-0.41,337.85,
55.62,973.10,22.83,-0.41,339.57,
55.61,973.20,22.83,-0.41,338.71,
55.64,973.20,22.83,-0.41,338.71,
55.66,973.40,22.83,-0.41,336.99,
55.55,972.90,22.83,-0.41,341.29,
55.64,973.10,22.83,-0.41,339.57,
55.66,973.20,22.83,-0.41,338.71,
55.63,973.70,22.83,-0.40,334.41,
55.58,973.00,22.83,-0.41,340.43,
55.60,972.70,22.83,-0.41,343.01,
55.57,973.30,22.83,-0.41,337.85,
55.58,973.20,22.83,-0.41,338.71,
55.56,973.20,22.82,-0.41,338.71,
55.57,973.10,22.83,-0.41,339.57,
55.59,973.10,22.83,-0.41,339.57,
55.61,972.60,22.83,-0.41,343.87,
55.58,973.20,22.83,-0.41,338.71,
55.59,972.60,22.82,-0.41,343.87,
55.55,972.70,22.83,-0.41,343.01,
55.57,973.70,22.82,-0.40,334.41,
55.58,973.50,22.82,-0.40,336.13,
55.54,973.00,22.82,-0.41,340.43,
55.59,973.10,22.82,-0.41,339.57,
55.58,973.10,22.82,-0.41,339.57,
55.57,973.30,22.82,-0.41,337.85,
55.57,973.10,22.82,-0.41,339.57,
55.53,973.20,22.82,-0.41,338.71,
55.52,973.00,22.82,-0.41,340.43,
55.55,973.30,22.82,-0.41,337.85,
55.55,972.50,22.82,-0.41,344.73,
55.52,973.40,22.82,-0.41,336.99,
55.55,972.90,22.82,-0.41,341.29,
55.54,973.30,22.82,-0.41,337.85,
55.49,973.00,22.82,-0.41,340.43,
55.52,973.00,22.82,-0.41,340.43,
55.55,972.80,22.82,-0.41,342.15,
55.50,973.00,22.82,-0.41,340.43,
55.54,973.10,22.82,-0.41,339.57,
55.49,973.10,22.81,-0.41,339.57,
55.54,973.60,22.82,-0.40,335.28,
55.49,973.20,22.81,-0.41,338.71,
55.52,972.90,22.81,-0.41,341.29,
55.50,973.10,22.81,-0.41,339.57,
55.50,973.50,22.81,-0.40,336.13,
55.55,972.50,22.81,-0.41,344.73,
55.53,973.00,22.81,-0.41,340.43,
55.45,973.20,22.81,-0.41,338.71,
55.49,972.80,22.81,-0.41,342.15,
55.51,973.00,22.81,-0.41,340.43,
55.48,973.00,22.81,-0.41,340.43,
55.49,973.00,22.81,-0.41,340.43,
55.52,973.40,22.81,-0.41,336.99,
55.46,972.90,22.81,-0.41,341.29,
55.47,973.20,22.81,-0.41,338.71,
55.47,973.30,22.81,-0.41,337.85,
55.49,973.30,22.81,-0.41,337.85,
55.48,972.90,22.81,-0.41,341.29,
55.55,973.40,22.81,-0.41,336.99,
55.49,973.30,22.81,-0.41,337.85,
55.49,973.00,22.81,-0.41,340.43,
55.50,973.00,22.81,-0.41,340.43,
55.47,973.20,22.81,-0.41,338.71,
55.47,973.10,22.81,-0.41,339.57,
55.49,973.10,22.81,-0.41,339.57,
55.45,973.40,22.80,-0.41,336.99,
55.44,973.00,22.80,-0.41,340.43,
55.47,973.40,22.80,-0.41,336.99,
55.52,973.00,22.80,-0.41,340.43,
55.46,973.30,22.80,-0.41,337.85,
55.47,973.10,22.80,-0.41,339.57,
55.55,972.90,22.80,-0.41,341.29,
55.45,972.80,22.80,-0.41,342.15,
55.49,972.90,22.80,-0.41,341.29,
55.49,972.90,22.80,-0.41,341.29,
55.44,972.70,22.80,-0.41,343.01,
55.42,973.00,22.80,-0.41,340.43,
55.46,973.10,22.80,-0.41,339.57,
2.00,973.10,22.80,-0.41,339.57,
55.45,973.10,22.80,-0.41,339.57,
55.44,973.20,22.80,-0.41,338.71,
55.49,973.00,22.80,-0.41,340.43,
55.44,973.40,22.80,-0.41,336.99,
55.48,973.30,22.80,-0.41,337.85,
55.46,972.60,22.80,-0.41,343.87,
55.52,972.90,22.80,-0.41,341.29,
55.44,973.10,22.80,-0.41,339.57,
55.46,973.10,22.80,-0.41,339.57,
55.46,973.40,22.80,-0.41,336.99,
55.44,972.70,22.80,-0.41,343.01,
55.48,973.50,22.80,-0.40,336.13,
55.45,972.90,22.79,-0.41,341.29,
55.46,973.50,22.80,-0.40,336.13,
55.48,972.90,22.80,-0.41,341.29,
55.46,973.10,22.80,-0.41,339.57,
55.48,973.30,22.79,-0.41,337.85,
55.46,973.00,22.79,-0.41,340.43,
55.46,973.00,22.79,-0.41,340.43,
55.47,973.40,22.79,-0.41,336.99,
55.45,973.40,22.79,-0.41,336.99,
55.44,973.40,22.79,-0.41,336.99,
55.48,973.20,22.79,-0.41,338.71,
55.46,973.20,22.79,-0.41,338.71,
55.44,973.30,22.79,-0.41,337.85,
55.44,972.90,22.79,-0.41,341.29,
55.41,973.30,22.79,-0.41,337.85,
55.47,973.50,22.79,-0.40,336.13,
55.43,973.00,22.78,-0.41,340.43,
55.41,973.40,22.79,-0.41,336.99,
55.42,973.40,22.79,-0.41,336.99,
51.50,973.00,22.79,-0.41,340.43,
52.91,972.80,22.79,-0.41,342.15,
52.90,972.70,22.79,-0.41,343.01,
52.85,973.20,22.79,-0.41,338.71,
52.86,973.00,22.79,-0.41,340.43,
52.86,972.90,22.79,-0.41,341.29,
52.88,973.50,22.79,-0.40,336.13,
52.87,973.40,22.79,-0.41,336.99,
52.52,973.20,22.79,-0.41,338.71,
52.83,972.90,22.78,-0.41,341.29,
52.85,973.10,22.79,-0.41,339.57,
52.83,973.40,22.79,-0.41,336.99,
52.83,973.10,22.78,-0.41,339.57,
52.85,973.30,22.78,-0.41,337.85,
52.93,973.00,22.78,-0.41,340.43,
52.88,973.00,22.78,-0.41,340.43,
52.89,973.20,22.78,-0.41,338.71,
52.88,973.10,22.78,-0.41,339.57,
52.86,973.10,22.78,-0.41,339.57,
52.88,973.40,22.78,-0.41,336.99,
52.88,973.20,22.78,-0.41,338.71,
52.52,973.10,22.78,-0.41,339.57,
52.86,973.30,22.78,-0.41,337.85,
52.86,973.10,22.78,-0.41,339.57,
52.90,973.20,22.78,-0.41,338.71,
52.88,972.90,22.78,-0.41,341.29,
52.86,973.30,22.78,-0.41,337.85,
52.87,973.30,22.78,-0.41,337.85,
52.86,973.00,22.78,-0.41,340.43,
52.88,973.10,22.78,-0.41,339.57,
52.90,973.40,22.78,-0.41,336.99,
52.86,973.10,22.78,-0.41,339.57,
52.88,973.20,22.78,-0.41,338.71,
52.92,972.80,22.78,-0.41,342.15,
52.52,972.70,22.78,-0.41,343.01,
52.90,973.00,22.78,-0.41,340.43,
52.88,973.00,22.77,-0.41,340.43,
52.90,973.20,22.78,-0.41,338.71,
52.88,973.30,22.78,-0.41,337.85,
52.88,972.70,22.77,-0.41,343.01,
52.90,973.00,22.77,-0.41,340.43,
52.89,973.40,22.78,-0.41,336.99,
52.86,973.50,22.78,-0.40,336.13,
52.90,972.90,22.77,-0.41,341.29,
52.93,973.40,22.77,-0.41,336.99,
52.89,972.90,22.77,-0.41,341.29,
52.91,973.30,22.77,-0.41,337.85,
52.00,973.00,22.77,-0.41,340.43,
52.96,973.10,22.77,-0.41,339.57,
52.94,973.00,22.77,-0.41,340.43,
52.93,972.90,22.77,-0.41,341.29,
52.92,972.80,22.77,-0.41,342.15,
52.90,972.90,22.77,-0.41,341.29,
52.88,973.20,22.77,-0.41,338.71,
52.90,973.30,22.77,-0.41,337.85,
52.91,972.90,22.77,-0.41,341.29,
52.93,973.20,22.77,-0.41,338.71,
52.95,973.70,22.77,-0.40,334.41,
52.93,972.80,22.77,-0.41,342.15,
52.96,972.90,22.77,-0.41,341.29,
52.92,973.00,22.77,-0.41,340.43,
52.95,973.20,22.76,-0.41,338.71,
52.96,972.70,22.77,-0.41,343.01,
52.91,972.90,22.77,-0.41,341.29,
52.91,973.10,22.76,-0.41,339.57,
52.95,972.90,22.76,-0.41,341.29,
52.95,973.00,22.77,-0.41,340.43,
52.92,973.40,22.76,-0.41,336.99,
52.89,973.30,22.76,-0.41,337.85,
52.93,973.10,22.76,-0.41,339.57,
52.93,972.90,22.76,-0.41,341.29,
52.91,973.10,22.76,-0.41,339.57,
52.93,973.20,22.76,-0.41,338.71,
52.91,973.00,22.76,-0.41,340.43,
52.89,973.10,22.76,-0.41,339.57,
52.94,972.90,22.76,-0.41,341.29,
52.93,973.00,22.76,-0.41,340.43,
52.93,973.20,22.76,-0.41,338.71,
52.93,973.20,22.76,-0.41,338.71,
52.89,972.60,22.76,-0.41,343.87,
52.91,973.30,22.76,-0.41,337.85,
52.90,973.40,22.76,-0.41,336.99,
52.90,973.20,22.76,-0.41,338.71,
52.91,972.90,22.76,-0.41,341.29,
52.95,972.80,22.76,-0.41,342.15,
52.91,973.00,22.76,-0.41,340.43,
52.89,973.30,22.76,-0.41,337.85,
52.52,972.90,22.76,-0.41,341.29,
52.93,973.20,22.76,-0.41,338.71,
52.91,973.30,22.76,-0.41,337.85,
52.88,973.20,22.76,-0.41,338.71,
52.89,972.80,22.75,-0.41,342.15,
52.89,973.10,22.75,-0.41,339.57,
52.96,973.00,22.76,-0.41,340.43,
52.93,973.20,22.75,-0.41,338.71,
52.93,973.10,22.76,-0.41,339.57,
52.90,973.30,22.75,-0.41,337.85,
52.91,972.70,22.75,-0.41,343.01,
52.91,972.60,22.75,-0.41,343.87,
52.94,973.10,22.75,-0.41,339.57,
52.52,972.80,22.75,-0.41,342.15,
52.94,972.80,22.75,-0.41,342.15,
52.95,972.80,22.75,-0.41,342.15,
52.92,973.10,22.75,-0.41,339.57,
52.94,973.40,22.75,-0.41,336.99,
52.93,973.40,22.75,-0.41,336.99,
52.91,973.30,22.75,-0.41,337.85,
52.96,973.10,22.75,-0.41,339.57,
52.96,973.20,22.75,-0.41,338.71,
52.93,973.10,22.75,-0.41,339.57,
52.97,973.00,22.75,-0.41,340.43,
52.93,973.00,22.75,-0.41,340.43,
52.95,973.30,22.75,-0.41,337.85,
52.52,972.90,22.75,-0.41,341.29,
52.98,972.90,22.75,-0.41,341.29,
52.96,973.20,22.75,-0.41,338.71,
52.96,972.90,22.75,-0.41,341.29,
52.96,973.10,22.75,-0.41,339.57,
52.99,973.10,22.75,-0.41,339.57,
52.98,972.90,22.75,-0.41,341.29,
53.01,973.10,22.75,-0.41,339.57,
52.99,973.30,22.75,-0.41,337.85,
53.03,973.10,22.75,-0.41,339.57,
53.05,973.10,22.75,-0.41,339.57,
53.00,973.10,22.75,-0.41,339.57,
53.01,973.20,22.75,-0.41,338.71,
53.03,972.70,22.75,-0.41,343.01,
53.53,973.20,22.74,-0.41,338.71,
53.03,973.30,22.75,-0.41,337.85,
53.00,973.00,22.75,-0.41,340.43,
53.02,972.60,22.74,-0.41,343.87,
52.99,972.70,22.74,-0.41,343.01,
53.03,973.00,22.74,-0.41,340.43,
53.03,973.10,22.74,-0.41,339.57,
53.01,972.60,22.74,-0.41,343.87,
53.05,973.30,22.74,-0.41,337.85,
53.05,973.10,22.74,-0.41,339.57,
53.03,973.00,22.74,-0.41,340.43,
53.03,973.30,22.74,-0.41,337.85,
53.04,973.00,22.74,-0.41,340.43,
53.53,973.00,22.74,-0.41,340.43,
53.03,972.80,22.74,-0.41,342.15,
53.08,973.10,22.74,-0.41,339.57,
53.07,973.00,22.74,-0.41,340.43,
53.04,973.10,22.74,-0.41,339.57,
53.06,973.00,22.74,-0.41,340.43,
53.08,973.00,22.74,-0.41,340.43,
53.11,973.20,22.74,-0.41,338.71,
53.10,973.20,22.74,-0.41,338.71,
53.09,973.20,22.74,-0.41,338.71,
53.08,973.30,22.74,-0.41,337.85,
53.06,973.00,22.74,-0.41,340.43,
53.08,972.80,22.74,-0.41,342.15,
53.53,972.70,22.74,-0.41,343.01,
53.13,972.50,22.74,-0.41,344.73,
53.06,973.30,22.74,-0.41,337.85,
53.11,972.90,22.74,-0.41,341.29,
53.11,973.10,22.74,-0.41,339.57,
53.10,973.50,22.74,-0.40,336.13,
53.08,973.10,22.74,-0.41,339.57,
53.09,973.10,22.74,-0.41,339.57,
53.07,973.50,22.74,-0.40,336.13,
53.11,973.30,22.73,-0.41,337.85,
53.04,972.60,22.74,-0.41,343.87,
53.09,972.80,22.73,-0.41,342.15,
53.08,973.10,22.73,-0.41,339.57,
53.53,972.60,22.73,-0.41,343.87,
53.11,973.10,22.73,-0.41,339.57,
53.11,973.20,22.73,-0.41,338.71,
53.12,972.90,22.73,-0.41,341.29,
53.09,973.00,22.73,-0.41,340.43,
53.12,972.90,22.73,-0.41,341.29,
53.10,972.90,22.73,-0.41,341.29,
53.09,973.00,22.73,-0.41,340.43,
53.10,973.10,22.73,-0.41,339.57,
53.08,972.80,22.73,-0.41,342.15,
53.08,973.20,22.73,-0.41,338.71,
53.13,972.60,22.73,-0.41,343.87,
53.08,973.40,22.73,-0.41,336.99,
53.10,973.20,22.73,-0.41,338.71,
53.53,973.00,22.73,-0.41,340.43,
53.07,973.20,22.73,-0.41,338.71,
53.04,972.90,22.73,-0.41,341.29,
53.11,973.10,22.73,-0.41,339.57,
53.06,973.10,22.73,-0.41,339.57,
53.05,973.30,22.73,-0.41,337.85,
53.05,972.70,22.73,-0.41,343.01,
53.11,973.00,22.73,-0.41,340.43,
53.03,973.30,22.73,-0.41,337.85,
53.00,973.30,22.73,-0.41,337.85,
53.08,973.50,22.73,-0.40,336.13,
53.03,973.10,22.73,-0.41,339.57,
53.03,973.50,22.73,-0.40,336.13,
53.53,972.60,22.73,-0.41,343.87,
53.03,972.60,22.72,-0.41,343.87,
53.03,973.30,22.71,-0.41,337.85,
53.01,973.40,22.72,-0.41,336.99,
53.05,973.30,22.72,-0.41,337.85,
53.05,973.10,22.72,-0.41,339.57,
53.04,972.90,22.73,-0.41,341.29,
53.08,972.90,22.72,-0.41,341.29,
53.01,972.60,22.72,-0.41,343.87,
53.06,973.30,22.72,-0.41,337.85,
53.07,973.10,22.72,-0.41,339.57,
53.02,973.10,22.72,-0.41,339.57,
53.01,973.10,22.72,-0.41,339.57,
53.52,973.00,22.72,-0.41,340.43,
52.99,973.10,22.72,-0.41,339.57,
53.02,973.00,22.72,-0.41,340.43,
52.96,972.90,22.72,-0.41,341.29,
52.97,973.00,22.72,-0.41,340.43,
53.00,973.30,22.72,-0.41,337.85,
52.98,973.10,22.72,-0.41,339.57,
53.02,972.70,22.72,-0.41,343.01,
52.99,972.70,22.72,-0.41,343.01,
53.01,972.80,22.72,-0.41,342.15,
53.00,972.80,22.72,-0.41,342.15,
52.98,972.80,22.72,-0.41,342.15,
52.96,973.10,22.72,-0.41,339.57,
52.52,973.10,22.72,-0.41,339.57,
52.98,973.10,22.72,-0.41,339.57,
53.00,972.70,22.72,-0.41,343.01,
52.96,973.20,22.72,-0.41,338.71,
52.99,973.60,22.72,-0.40,335.28,
53.01,973.20,22.72,-0.41,338.71,
52.96,972.80,22.72,-0.41,342.15,
53.00,973.40,22.71,-0.41,336.99,
53.03,973.20,22.72,-0.41,338.71,
52.97,973.20,22.71,-0.41,338.71,
52.96,972.60,22.72,-0.41,343.87,
53.00,973.20,22.72,-0.41,338.71,
52.97,973.10,22.72,-0.41,339.57,
53.53,972.90,22.71,-0.41,341.29,
52.94,973.00,22.72,-0.41,340.43,
53.00,973.10,22.72,-0.41,339.57,
52.93,973.00,22.72,-0.41,340.43,
52.94,972.90,22.72,-0.41,341.29,
52.98,972.80,22.71,-0.41,342.15,
53.01,973.20,22.71,-0.41,338.71,
52.99,973.00,22.71,-0.41,340.43,
52.93,972.90,22.71,-0.41,341.29,
53.02,973.00,22.71,-0.41,340.43,
52.96,973.00,22.71,-0.41,340.43,
52.96,972.80,22.71,-0.41,342.15,
52.92,973.20,22.71,-0.41,338.71,
52.95,973.20,22.71,-0.41,338.71,
52.52,972.90,22.71,-0.41,341.29,
53.00,973.00,22.71,-0.41,340.43,
52.98,972.70,22.71,-0.41,343.01,
52.95,973.00,22.71,-0.41,340.43,
52.95,973.10,22.71,-0.41,339.57,
52.96,972.90,22.71,-0.41,341.29,
52.93,973.10,22.71,-0.41,339.57,
52.93,973.00,22.71,-0.41,340.43,
52.95,972.90,22.71,-0.41,341.29,
52.95,972.90,22.71,-0.41,341.29,
52.95,972.80,22.71,-0.41,342.15,
52.95,972.70,22.71,-0.41,343.01,
52.91,972.70,22.71,-0.41,343.01,
52.52,972.60,22.71,-0.41,343.87,
52.93,973.20,22.71,-0.41,338.71,
52.93,972.80,22.70,-0.41,342.15,
52.93,973.40,22.70,-0.41,336.99,
52.96,972.90,22.71,-0.41,341.29,
52.88,973.00,22.71,-0.41,340.43,
52.90,972.90,22.71,-0.41,341.29,
52.90,973.00,22.71,-0.41,340.43,
52.97,972.80,22.70,-0.41,342.15,
52.93,973.00,22.71,-0.41,340.43,
52.91,973.10,22.71,-0.41,339.57,
52.90,973.00,22.71,-0.41,340.43,
52.90,972.30,22.70,-0.42,346.45,
52.52,973.30,22.70,-0.41,337.85,
52.93,973.50,22.70,-0.40,336.13,
52.90,972.90,22.70,-0.41,341.29,
52.86,973.00,22.70,-0.41,340.43,
52.90,972.70,22.70,-0.41,343.01,
52.90,972.90,22.70,-0.41,341.29,
52.88,973.00,22.70,-0.41,340.43,
52.93,972.90,22.70,-0.41,341.29,
