cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.32,6.40,954.00,29.58,-0.60,505.11
0.30,6.44,953.70,29.58,-0.61,507.73
0.25,6.40,954.20,29.59,-0.60,503.36
0.25,6.30,954.10,29.58,-0.60,504.24
0.30,6.33,954.10,29.59,-0.60,504.24
0.32,6.31,953.40,29.59,-0.61,510.35
0.30,6.36,953.80,29.59,-0.61,506.86
0.30,6.35,953.40,29.60,-0.61,510.35
0.32,6.34,953.70,29.61,-0.61,507.73
0.27,6.36,954.10,29.61,-0.60,504.24
0.30,6.34,954.10,29.61,-0.60,504.24
0.32,6.36,954.10,29.62,-0.60,504.24
0.34,6.38,953.60,29.62,-0.61,508.61
0.30,6.37,954.10,29.63,-0.60,504.24
0.27,6.40,953.40,29.64,-0.61,510.35
0.25,6.39,954.20,29.64,-0.60,503.36
0.30,6.40,954.40,29.65,-0.60,501.62
0.34,6.40,954.10,29.65,-0.60,504.24
0.30,6.42,953.90,29.66,-0.60,505.98
0.27,6.42,954.40,29.66,-0.60,501.62
0.30,6.41,954.10,29.67,-0.60,504.24
0.30,6.40,953.50,29.68,-0.61,509.48
0.32,6.41,953.90,29.68,-0.60,505.98
0.30,6.41,954.20,29.69,-0.60,503.36
0.30,6.41,953.60,29.69,-0.61,508.61
0.30,6.43,953.90,29.70,-0.60,505.98
0.32,6.46,953.90,29.70,-0.60,505.98
0.30,6.46,953.70,29.71,-0.61,507.73
0.25,6.46,954.00,29.72,-0.60,505.11
0.30,6.46,953.80,29.72,-0.61,506.86
0.25,7.27,954.00,29.73,-0.60,505.11
0.32,6.63,954.30,29.73,-0.60,502.49
0.32,6.53,953.80,29.74,-0.61,506.86
0.27,6.51,954.00,29.74,-0.60,505.11
0.32,6.49,954.10,29.75,-0.60,504.24
0.32,6.51,954.40,29.75,-0.60,501.62
0.27,6.49,954.10,29.76,-0.60,504.24
0.32,6.50,954.10,29.76,-0.60,504.24
0.32,6.49,954.00,29.77,-0.60,505.11
0.32,6.49,954.10,29.77,-0.60,504.24
0.25,6.50,954.00,29.78,-0.60,505.11
0.30,6.50,954.40,29.78,-0.60,501.62
0.30,6.51,954.10,29.78,-0.60,504.24
0.30,6.51,953.90,29.79,-0.60,505.98
0.34,6.51,954.20,29.80,-0.60,503.36
0.30,6.51,954.00,29.80,-0.60,505.11
0.25,6.52,954.00,29.81,-0.60,505.11
0.27,6.52,953.50,29.81,-0.61,509.48
0.27,6.52,954.10,29.82,-0.60,504.24
0.25,6.53,953.80,29.83,-0.61,506.86
0.32,6.53,953.90,29.83,-0.60,505.98
0.30,6.53,954.00,29.84,-0.60,505.11
0.32,6.53,953.90,29.84,-0.60,505.98
0.34,6.54,953.80,29.85,-0.61,506.86
0.27,6.54,954.10,29.86,-0.60,504.24
0.30,6.54,954.00,29.87,-0.60,505.11
0.30,6.55,953.90,29.88,-0.60,505.98
0.30,6.54,953.60,29.88,-0.61,508.61
0.34,6.55,953.70,29.89,-0.61,507.73
0.30,6.57,954.00,29.90,-0.60,505.11
0.30,6.70,953.70,29.91,-0.61,507.73
0.25,6.61,953.80,29.92,-0.61,506.86
0.27,6.59,954.20,29.93,-0.60,503.36
0.30,6.58,954.10,29.94,-0.60,504.24
0.27,6.63,954.10,29.94,-0.60,504.24
0.27,6.60,954.10,29.95,-0.60,504.24
0.34,6.59,953.90,29.96,-0.60,505.98
0.32,6.59,954.30,29.97,-0.60,502.49
0.27,6.59,953.90,29.97,-0.60,505.98
0.30,6.69,954.40,29.98,-0.60,501.62
0.32,6.67,953.80,29.99,-0.61,506.86
0.30,6.57,953.80,29.99,-0.61,506.86
0.30,6.60,954.50,30.00,-0.60,500.74
0.36,6.73,954.10,30.01,-0.60,504.24
0.32,6.65,954.00,30.02,-0.60,505.11
0.32,6.62,954.30,30.03,-0.60,502.49
0.27,6.61,954.30,30.04,-0.60,502.49
0.32,6.60,953.90,30.04,-0.60,505.98
0.30,6.60,953.80,30.05,-0.61,506.86
0.32,6.59,954.10,30.06,-0.60,504.24
0.30,6.60,953.80,30.06,-0.61,506.86
0.27,6.60,954.30,30.07,-0.60,502.49
0.30,6.60,954.30,30.08,-0.60,502.49
0.30,6.59,954.10,30.08,-0.60,504.24
0.32,6.60,954.30,30.10,-0.60,502.49
0.32,6.60,954.00,30.11,-0.60,505.11
0.32,6.60,954.10,30.12,-0.60,504.24
0.27,6.61,954.10,30.13,-0.60,504.24
0.32,6.61,953.80,30.14,-0.61,506.86
0.30,6.60,954.10,30.15,-0.60,504.24
0.32,6.61,954.10,30.16,-0.60,504.24
0.30,6.61,954.00,30.17,-0.60,505.11
0.27,6.61,953.90,30.18,-0.60,505.98
0.34,6.61,954.10,30.19,-0.60,504.24
0.27,6.61,954.20,30.21,-0.60,503.36
0.34,6.61,954.10,30.22,-0.60,504.24
0.32,6.61,954.10,30.23,-0.60,504.24
0.27,6.62,953.80,30.24,-0.61,506.86
0.27,6.62,953.90,30.25,-0.60,505.98
0.30,6.62,953.80,30.27,-0.61,506.86
0.36,6.62,954.50,30.28,-0.60,500.74
0.27,6.62,953.90,30.30,-0.60,505.98
0.32,6.63,953.90,30.31,-0.60,505.98
0.27,6.63,953.90,30.33,-0.60,505.98
0.32,6.62,954.00,30.35,-0.60,505.11
0.30,6.62,953.70,30.37,-0.61,507.73
0.34,6.62,954.50,30.38,-0.60,500.74
0.30,6.62,954.00,30.39,-0.60,505.11
0.34,6.62,954.00,30.40,-0.60,505.11
0.27,6.63,954.30,30.41,-0.60,502.49
0.34,6.63,954.20,30.42,-0.60,503.36
0.34,6.64,954.30,30.43,-0.60,502.49
0.32,6.64,954.10,30.44,-0.60,504.24
0.25,6.64,954.60,30.45,-0.60,499.87
0.30,6.64,954.20,30.46,-0.60,503.36
0.34,6.65,954.30,30.47,-0.60,502.49
0.32,6.64,954.10,30.48,-0.60,504.24
0.32,6.65,954.20,30.49,-0.60,503.36
0.32,6.65,954.30,30.50,-0.60,502.49
0.30,6.65,954.30,30.51,-0.60,502.49
0.34,6.65,954.50,30.52,-0.60,500.74
0.27,6.67,954.10,30.53,-0.60,504.24
0.27,6.67,954.30,30.54,-0.60,502.49
0.34,6.67,954.20,30.55,-0.60,503.36
0.27,6.67,954.00,30.56,-0.60,505.11
0.30,6.67,953.50,30.57,-0.61,509.48
0.34,6.67,954.30,30.58,-0.60,502.49
0.32,6.67,954.00,30.59,-0.60,505.11
0.30,6.68,954.30,30.60,-0.60,502.49
0.32,6.68,954.10,30.61,-0.60,504.24
0.34,6.69,954.00,30.62,-0.60,505.11
0.30,6.68,954.00,30.63,-0.60,505.11
0.30,6.69,954.40,30.64,-0.60,501.62
0.34,6.70,954.20,30.65,-0.60,503.36
0.30,6.71,954.30,30.66,-0.60,502.49
0.34,6.68,954.10,30.67,-0.60,504.24
0.34,6.70,954.60,30.67,-0.60,499.87
0.36,6.72,954.60,30.68,-0.60,499.87
0.36,6.71,954.30,30.69,-0.60,502.49
0.27,6.70,954.10,30.70,-0.60,504.24
0.27,6.70,954.30,30.71,-0.60,502.49
0.34,6.71,954.30,30.72,-0.60,502.49
0.36,6.71,954.40,30.72,-0.60,501.62
0.32,6.71,954.40,30.73,-0.60,501.62
0.36,6.72,954.20,30.74,-0.60,503.36
0.34,6.71,954.10,30.75,-0.60,504.24
0.38,6.71,954.40,30.76,-0.60,501.62
0.32,6.72,954.00,30.77,-0.60,505.11
0.32,6.72,954.10,30.78,-0.60,504.24
0.36,6.72,954.20,30.79,-0.60,503.36
0.36,6.72,953.90,30.79,-0.60,505.98
0.36,6.72,954.20,30.80,-0.60,503.36
0.30,6.73,954.10,30.81,-0.60,504.24
0.34,6.73,954.10,30.82,-0.60,504.24
0.34,6.72,954.20,30.83,-0.60,503.36
0.32,6.72,953.80,30.83,-0.61,506.86
0.34,6.72,954.10,30.84,-0.60,504.24
0.30,6.73,954.20,30.85,-0.60,503.36
0.36,6.73,954.10,30.85,-0.60,504.24
0.27,6.74,954.30,30.87,-0.60,502.49
0.36,6.74,953.80,30.87,-0.61,506.86
0.30,6.73,954.10,30.88,-0.60,504.24
0.32,6.74,954.20,30.89,-0.60,503.36
0.34,6.75,953.90,30.90,-0.60,505.98
0.34,6.75,954.30,30.91,-0.60,502.49
0.36,6.75,954.50,30.91,-0.60,500.74
0.32,6.76,954.50,30.92,-0.60,500.74
0.27,6.75,954.00,30.93,-0.60,505.11
0.32,6.74,954.20,30.93,-0.60,503.36
0.32,6.77,954.30,30.94,-0.60,502.49
0.27,6.80,954.00,30.95,-0.60,505.11
0.30,6.73,954.20,30.95,-0.60,503.36
0.34,6.74,954.40,30.95,-0.60,501.62
0.32,6.73,954.60,30.96,-0.60,499.87
0.30,6.73,954.30,30.96,-0.60,502.49
0.30,6.73,954.70,30.97,-0.60,499.00
0.27,6.73,954.40,30.98,-0.60,501.62
0.34,6.71,954.10,30.98,-0.60,504.24
0.34,6.72,953.90,30.99,-0.60,505.98
0.32,6.73,954.50,31.00,-0.60,500.74
0.32,6.74,953.80,31.00,-0.61,506.86
0.32,6.75,954.50,31.01,-0.60,500.74
0.38,6.75,954.20,31.01,-0.60,503.36
0.30,6.76,954.30,31.02,-0.60,502.49
0.32,6.76,954.40,31.03,-0.60,501.62
0.34,6.77,954.20,31.03,-0.60,503.36
0.32,6.76,954.30,31.04,-0.60,502.49
0.32,6.77,953.90,31.05,-0.60,505.98
0.30,6.77,954.90,31.05,-0.59,497.25
0.34,6.77,954.40,31.06,-0.60,501.62
0.34,6.77,954.60,31.07,-0.60,499.87
0.32,6.77,954.30,31.07,-0.60,502.49
0.32,6.79,953.90,31.08,-0.60,505.98
0.34,6.78,954.20,31.09,-0.60,503.36
0.38,6.78,954.40,31.09,-0.60,501.62
0.32,6.79,954.20,31.10,-0.60,503.36
0.32,6.79,954.00,31.11,-0.60,505.11
0.32,6.79,954.40,31.12,-0.60,501.62
0.34,6.79,954.30,31.13,-0.60,502.49
0.34,6.79,954.80,31.13,-0.60,498.12
0.38,6.79,954.60,31.14,-0.60,499.87
0.32,6.79,954.00,31.15,-0.60,505.11
0.32,6.79,954.30,31.16,-0.60,502.49
0.30,6.80,954.00,31.17,-0.60,505.11
0.32,6.79,954.00,31.17,-0.60,505.11
0.32,6.80,953.90,31.18,-0.60,505.98
0.34,6.80,954.90,31.19,-0.59,497.25
0.27,6.80,954.20,31.20,-0.60,503.36
0.30,6.80,954.30,31.20,-0.60,502.49
0.27,6.80,954.40,31.21,-0.60,501.62
0.34,6.80,954.30,31.22,-0.60,502.49
0.32,6.80,954.10,31.23,-0.60,504.24
0.27,6.80,954.40,31.24,-0.60,501.62
0.34,6.80,954.40,31.24,-0.60,501.62
0.27,6.81,954.40,31.25,-0.60,501.62
0.32,6.80,954.50,31.26,-0.60,500.74
0.36,6.81,954.60,31.26,-0.60,499.87
0.32,6.81,954.00,31.27,-0.60,505.11
0.30,6.81,954.20,31.27,-0.60,503.36
0.34,6.81,954.70,31.28,-0.60,499.00
0.30,6.81,954.40,31.29,-0.60,501.62
0.36,6.81,954.60,31.30,-0.60,499.87
0.30,6.81,954.40,31.30,-0.60,501.62
0.34,6.81,954.40,31.31,-0.60,501.62
0.30,6.82,954.50,31.32,-0.60,500.74
0.32,6.81,954.50,31.33,-0.60,500.74
0.32,6.82,954.60,31.33,-0.60,499.87
0.32,6.82,954.30,31.33,-0.60,502.49
0.27,6.82,954.70,31.34,-0.60,499.00
0.30,6.82,954.40,31.34,-0.60,501.62
0.34,6.82,954.30,31.35,-0.60,502.49
0.32,6.82,953.90,31.35,-0.60,505.98
0.32,6.82,954.40,31.36,-0.60,501.62
0.32,6.82,954.50,31.36,-0.60,500.74
0.34,6.82,954.50,31.37,-0.60,500.74
0.30,6.82,954.10,31.37,-0.60,504.24
0.32,6.82,954.20,31.38,-0.60,503.36
0.34,6.83,954.70,31.39,-0.60,499.00
0.32,6.83,954.00,31.39,-0.60,505.11
0.32,6.83,954.20,31.40,-0.60,503.36
0.30,6.83,954.50,31.41,-0.60,500.74
0.32,6.83,954.60,31.42,-0.60,499.87
0.34,6.83,954.20,31.42,-0.60,503.36
0.32,6.83,954.40,31.43,-0.60,501.62
0.32,6.84,954.40,31.44,-0.60,501.62
0.32,6.84,954.60,31.45,-0.60,499.87
0.32,6.84,954.30,31.45,-0.60,502.49
0.34,6.83,954.40,31.46,-0.60,501.62
0.36,6.84,954.70,31.47,-0.60,499.00
0.34,6.84,954.50,31.48,-0.60,500.74
0.34,6.84,954.50,31.48,-0.60,500.74
0.34,6.84,954.10,31.49,-0.60,504.24
0.32,6.84,954.50,31.50,-0.60,500.74
0.32,6.84,954.00,31.51,-0.60,505.11
0.30,6.84,954.30,31.52,-0.60,502.49
0.36,6.85,955.00,31.52,-0.59,496.38
0.32,6.84,954.40,31.53,-0.60,501.62
0.36,6.85,953.90,31.54,-0.60,505.98
0.30,6.84,954.30,31.55,-0.60,502.49
0.32,6.85,954.30,31.55,-0.60,502.49
0.30,6.85,954.10,31.56,-0.60,504.24
0.32,6.85,954.40,31.57,-0.60,501.62
0.34,6.85,954.40,31.58,-0.60,501.62
0.27,6.85,954.80,31.58,-0.60,498.12
0.36,6.85,954.20,31.60,-0.60,503.36
0.32,6.85,954.60,31.61,-0.60,499.87
0.36,6.85,954.50,31.61,-0.60,500.74
0.27,6.85,954.50,31.62,-0.60,500.74
0.32,6.85,954.40,31.63,-0.60,501.62
0.32,6.86,954.30,31.64,-0.60,502.49
0.30,6.85,954.40,31.65,-0.60,501.62
0.34,6.86,954.60,31.66,-0.60,499.87
0.27,6.86,954.30,31.67,-0.60,502.49
0.36,6.86,954.60,31.68,-0.60,499.87
0.34,6.85,954.70,31.68,-0.60,499.00
0.27,6.86,954.40,31.69,-0.60,501.62
0.34,6.86,954.50,31.70,-0.60,500.74
0.34,6.86,954.30,31.71,-0.60,502.49
0.32,6.86,954.10,31.72,-0.60,504.24
0.27,6.86,954.10,31.73,-0.60,504.24
0.32,6.86,954.40,31.74,-0.60,501.62
0.30,6.86,954.40,31.75,-0.60,501.62
0.30,6.86,954.50,31.76,-0.60,500.74
0.32,6.86,954.10,31.77,-0.60,504.24
0.27,6.87,954.50,31.78,-0.60,500.74
0.36,6.86,954.60,31.79,-0.60,499.87
0.32,6.86,954.50,31.80,-0.60,500.74
0.34,6.86,954.30,31.81,-0.60,502.49
0.34,6.87,954.20,31.83,-0.60,503.36
0.32,6.86,954.30,31.84,-0.60,502.49
0.38,6.87,954.40,31.85,-0.60,501.62
0.30,6.87,954.00,31.86,-0.60,505.11
0.34,6.87,954.20,31.87,-0.60,503.36
0.30,6.86,954.30,31.88,-0.60,502.49
0.30,6.87,954.50,31.89,-0.60,500.74
0.32,6.87,954.60,31.90,-0.60,499.87
0.32,6.87,954.10,31.91,-0.60,504.24
0.34,6.87,954.30,31.92,-0.60,502.49
0.32,6.87,954.30,31.93,-0.60,502.49
0.34,6.87,954.40,31.95,-0.60,501.62
0.34,6.87,954.30,31.96,-0.60,502.49
0.32,6.87,954.20,31.97,-0.60,503.36
0.34,6.87,954.00,31.99,-0.60,505.11
0.30,6.86,954.70,32.00,-0.60,499.00
0.30,6.87,954.50,32.01,-0.60,500.74
0.32,6.87,954.10,32.03,-0.60,504.24
0.34,6.86,954.00,32.04,-0.60,505.11
0.27,6.87,953.90,32.06,-0.60,505.98
0.34,6.87,954.30,32.08,-0.60,502.49
0.32,6.87,954.50,32.09,-0.60,500.74
0.34,6.84,954.30,32.11,-0.60,502.49
0.30,6.69,954.40,32.13,-0.60,501.62
0.32,6.78,954.70,32.14,-0.60,499.00
0.32,6.80,954.70,32.15,-0.60,499.00
0.34,6.82,954.70,32.16,-0.60,499.00
0.30,6.82,954.40,32.18,-0.60,501.62
0.32,6.83,954.80,32.19,-0.60,498.12
0.30,6.84,954.40,32.20,-0.60,501.62
0.32,6.85,954.70,32.21,-0.60,499.00
0.38,6.85,954.30,32.23,-0.60,502.49
0.30,6.86,954.80,32.25,-0.60,498.12
0.34,6.86,954.10,32.26,-0.60,504.24
0.30,6.88,954.40,32.28,-0.60,501.62
0.32,6.89,954.10,32.29,-0.60,504.24
0.27,6.93,954.40,32.30,-0.60,501.62
0.32,6.91,954.80,32.32,-0.60,498.12
0.36,6.92,954.70,32.33,-0.60,499.00
0.32,6.91,954.70,32.35,-0.60,499.00
0.34,6.90,954.60,32.36,-0.60,499.87
0.36,6.91,955.30,32.37,-0.59,493.76
0.32,6.91,954.50,32.39,-0.60,500.74
0.34,6.91,954.60,32.41,-0.60,499.87
0.32,6.91,954.40,32.42,-0.60,501.62
0.34,6.93,954.80,32.43,-0.60,498.12
0.32,6.91,954.50,32.44,-0.60,500.74
0.32,6.92,954.40,32.45,-0.60,501.62
0.32,6.92,954.90,32.46,-0.59,497.25
0.32,6.92,954.20,32.48,-0.60,503.36
0.34,6.93,954.80,32.49,-0.60,498.12
0.36,6.92,954.70,32.51,-0.60,499.00
0.30,6.93,954.90,32.52,-0.59,497.25
0.34,6.93,954.70,32.54,-0.60,499.00
0.32,6.93,954.80,32.56,-0.60,498.12
0.34,6.93,954.40,32.57,-0.60,501.62
0.27,6.92,954.20,32.59,-0.60,503.36
0.27,6.93,954.50,32.60,-0.60,500.74
0.34,6.93,954.70,32.62,-0.60,499.00
0.32,6.93,954.80,32.63,-0.60,498.12
0.36,6.91,954.50,32.65,-0.60,500.74
0.30,6.94,954.60,32.66,-0.60,499.87
0.36,6.92,954.70,32.67,-0.60,499.00
0.30,6.92,954.70,32.69,-0.60,499.00
0.32,6.92,954.60,32.70,-0.60,499.87
0.34,6.92,954.60,32.72,-0.60,499.87
0.34,6.92,954.70,32.73,-0.60,499.00
0.38,6.92,954.50,32.75,-0.60,500.74
0.32,6.91,954.90,32.77,-0.59,497.25
0.34,6.92,954.60,32.79,-0.60,499.87
0.34,6.91,954.70,32.81,-0.60,499.00
0.32,6.92,954.90,32.83,-0.59,497.25
0.36,6.92,954.20,32.85,-0.60,503.36
0.30,6.91,954.90,32.87,-0.59,497.25
0.30,6.92,954.70,32.89,-0.60,499.00
0.34,6.91,954.80,32.91,-0.60,498.12
0.34,6.92,954.90,32.93,-0.59,497.25
0.32,6.91,954.40,32.95,-0.60,501.62
0.30,6.91,954.70,32.97,-0.60,499.00
0.27,6.91,954.90,32.99,-0.59,497.25
0.32,6.92,954.70,33.01,-0.60,499.00
0.36,6.92,955.20,33.03,-0.59,494.63
0.32,6.92,954.80,33.05,-0.60,498.12
0.27,6.91,955.00,33.07,-0.59,496.38
0.34,6.92,954.60,33.09,-0.60,499.87
0.36,6.92,955.00,33.11,-0.59,496.38
0.32,6.92,954.70,33.12,-0.60,499.00
0.32,6.92,955.00,33.14,-0.59,496.38
0.34,6.92,954.90,33.16,-0.59,497.25
0.36,6.92,954.90,33.17,-0.59,497.25
0.36,6.92,955.30,33.18,-0.59,493.76
0.34,6.93,954.70,33.20,-0.60,499.00
0.36,6.93,954.70,33.21,-0.60,499.00
0.36,6.92,955.20,33.22,-0.59,494.63
0.32,6.92,954.80,33.23,-0.60,498.12
0.34,6.92,954.70,33.25,-0.60,499.00
0.34,6.93,955.30,33.26,-0.59,493.76
0.34,6.92,954.60,33.27,-0.60,499.87
0.36,6.92,954.70,33.28,-0.60,499.00
0.30,6.92,955.00,33.30,-0.59,496.38
0.34,6.92,954.70,33.30,-0.60,499.00
0.34,6.93,954.90,33.32,-0.59,497.25
0.34,6.92,955.00,33.33,-0.59,496.38
0.32,6.92,954.90,33.34,-0.59,497.25
0.36,6.93,954.70,33.35,-0.60,499.00
0.36,6.93,955.00,33.36,-0.59,496.38
0.36,6.93,955.10,33.38,-0.59,495.50
0.36,6.92,955.20,33.39,-0.59,494.63
0.36,6.93,954.70,33.40,-0.60,499.00
0.34,6.93,954.90,33.41,-0.59,497.25
0.34,6.93,954.80,33.42,-0.60,498.12
0.34,6.93,954.90,33.43,-0.59,497.25
0.34,6.93,955.30,33.44,-0.59,493.76
0.34,6.93,954.70,33.45,-0.60,499.00
0.34,6.92,954.80,33.46,-0.60,498.12
0.34,6.93,955.30,33.48,-0.59,493.76
0.34,6.93,954.60,33.49,-0.60,499.87
0.32,6.93,954.80,33.49,-0.60,498.12
0.36,6.93,954.70,33.51,-0.60,499.00
0.30,6.93,954.80,33.52,-0.60,498.12
0.34,6.93,955.00,33.52,-0.59,496.38
0.36,6.93,955.00,33.53,-0.59,496.38
0.36,6.93,954.80,33.54,-0.60,498.12
0.30,6.93,955.30,33.56,-0.59,493.76
0.34,6.93,954.60,33.57,-0.60,499.87
0.30,6.93,954.80,33.58,-0.60,498.12
0.34,6.93,955.00,33.58,-0.59,496.38
0.32,6.93,955.10,33.59,-0.59,495.50
0.34,6.93,954.50,33.60,-0.60,500.74
0.34,6.93,954.90,33.61,-0.59,497.25
0.34,6.93,955.30,33.62,-0.59,493.76
0.40,6.93,954.40,33.63,-0.60,501.62
0.32,6.93,955.10,33.64,-0.59,495.50
0.34,6.93,954.80,33.65,-0.60,498.12
0.34,6.93,954.50,33.66,-0.60,500.74
0.36,6.93,954.30,33.67,-0.60,502.49
0.36,6.94,954.50,33.68,-0.60,500.74
0.30,6.93,955.10,33.69,-0.59,495.50
0.34,6.93,954.90,33.70,-0.59,497.25
0.34,6.93,954.90,33.70,-0.59,497.25
0.32,6.93,954.90,33.71,-0.59,497.25
0.36,6.93,954.80,33.72,-0.60,498.12
0.36,6.93,955.00,33.73,-0.59,496.38
0.36,6.93,954.60,33.73,-0.60,499.87
0.36,6.94,955.20,33.74,-0.59,494.63
0.36,6.94,955.20,33.75,-0.59,494.63
0.36,6.94,955.10,33.76,-0.59,495.50
0.30,6.93,954.90,33.76,-0.59,497.25
0.34,6.93,955.00,33.77,-0.59,496.38
0.34,6.93,955.00,33.78,-0.59,496.38
0.34,6.94,954.60,33.79,-0.60,499.87
0.34,6.94,955.10,33.79,-0.59,495.50
0.32,6.93,955.00,33.80,-0.59,496.38
0.34,6.93,955.10,33.81,-0.59,495.50
0.34,6.93,955.30,33.82,-0.59,493.76
0.34,6.94,954.90,33.82,-0.59,497.25
0.34,6.93,955.50,33.83,-0.59,492.01
0.38,6.94,954.70,33.84,-0.60,499.00
0.34,6.93,955.30,33.84,-0.59,493.76
0.38,6.93,955.20,33.85,-0.59,494.63
0.36,6.94,954.90,33.86,-0.59,497.25
0.36,6.94,955.10,33.87,-0.59,495.50
0.36,6.93,955.30,33.87,-0.59,493.76
0.36,6.93,955.00,33.88,-0.59,496.38
0.34,6.93,955.10,33.88,-0.59,495.50
0.32,6.94,954.70,33.89,-0.60,499.00
0.36,6.93,955.00,33.90,-0.59,496.38
0.36,6.94,954.80,33.90,-0.60,498.12
0.38,6.94,955.10,33.91,-0.59,495.50
0.34,6.93,954.90,33.91,-0.59,497.25
0.36,6.94,954.90,33.92,-0.59,497.25
0.34,6.93,955.20,33.93,-0.59,494.63
0.36,6.94,955.40,33.94,-0.59,492.88
0.36,6.93,955.00,33.94,-0.59,496.38
0.36,6.94,955.30,33.95,-0.59,493.76
0.34,6.93,955.20,33.96,-0.59,494.63
0.36,6.94,955.00,33.97,-0.59,496.38
0.34,6.94,954.90,33.97,-0.59,497.25
0.38,6.94,955.20,33.98,-0.59,494.63
0.36,6.95,955.00,33.98,-0.59,496.38
0.34,6.94,955.50,33.99,-0.59,492.01
0.38,6.95,955.20,33.99,-0.59,494.63
0.38,6.94,955.00,34.00,-0.59,496.38
0.36,6.92,955.30,34.01,-0.59,493.76
0.32,6.63,955.10,34.02,-0.59,495.50
0.36,6.72,955.10,34.02,-0.59,495.50
0.34,6.74,955.30,34.02,-0.59,493.76
0.32,6.78,955.00,34.03,-0.59,496.38
0.40,6.78,955.10,34.03,-0.59,495.50
0.36,6.82,954.90,34.04,-0.59,497.25
0.34,6.92,954.90,34.04,-0.59,497.25
0.34,6.94,954.60,34.05,-0.60,499.87
0.34,6.92,955.00,34.05,-0.59,496.38
0.38,6.92,955.00,34.06,-0.59,496.38
0.36,6.89,955.20,34.06,-0.59,494.63
0.36,6.91,954.80,34.06,-0.60,498.12
0.36,6.92,955.10,34.06,-0.59,495.50
0.34,6.91,955.10,34.07,-0.59,495.50
0.34,6.94,955.20,34.07,-0.59,494.63
0.34,7.00,955.20,34.07,-0.59,494.63
0.36,6.99,955.00,34.07,-0.59,496.38
0.36,6.99,955.10,34.08,-0.59,495.50
0.36,6.98,955.10,34.08,-0.59,495.50
0.36,6.98,954.50,34.09,-0.60,500.74
0.36,6.98,955.10,34.09,-0.59,495.50
0.34,6.97,955.30,34.10,-0.59,493.76
0.34,6.98,955.10,34.11,-0.59,495.50
0.40,6.97,955.10,34.11,-0.59,495.50
0.34,6.97,955.30,34.12,-0.59,493.76
0.36,6.96,955.00,34.13,-0.59,496.38
0.36,6.96,954.60,34.13,-0.60,499.87
0.34,6.95,955.40,34.14,-0.59,492.88
0.32,6.96,955.20,34.15,-0.59,494.63
0.38,6.95,955.20,34.14,-0.59,494.63
0.32,6.95,954.90,34.15,-0.59,497.25
0.32,6.95,955.20,34.16,-0.59,494.63
0.38,6.95,955.10,34.16,-0.59,495.50
0.36,6.95,955.20,34.17,-0.59,494.63
0.34,6.94,954.80,34.18,-0.60,498.12
0.38,6.94,955.00,34.18,-0.59,496.38
0.36,6.94,954.80,34.19,-0.60,498.12
0.36,6.94,955.70,34.19,-0.59,490.27
0.32,6.94,955.20,34.20,-0.59,494.63
0.34,6.94,955.50,34.21,-0.59,492.01
0.38,6.94,955.20,34.22,-0.59,494.63
0.38,6.94,954.80,34.22,-0.60,498.12
0.34,6.94,955.10,34.23,-0.59,495.50
0.36,6.94,954.90,34.23,-0.59,497.25
0.38,6.94,955.10,34.24,-0.59,495.50
0.34,6.94,954.90,34.25,-0.59,497.25
0.36,6.94,954.80,34.25,-0.60,498.12
0.32,6.94,955.20,34.26,-0.59,494.63
0.36,6.94,954.60,34.26,-0.60,499.87
0.38,6.94,954.80,34.27,-0.60,498.12
0.38,6.94,954.90,34.28,-0.59,497.25
0.42,6.94,955.30,34.28,-0.59,493.76
0.34,6.94,954.90,34.29,-0.59,497.25
0.38,6.94,955.10,34.30,-0.59,495.50
0.38,6.94,954.90,34.30,-0.59,497.25
0.36,6.94,955.20,34.31,-0.59,494.63
0.38,6.94,955.30,34.31,-0.59,493.76
0.40,6.94,955.10,34.32,-0.59,495.50
0.34,6.94,954.90,34.32,-0.59,497.25
0.38,6.93,955.10,34.33,-0.59,495.50
0.38,6.94,955.20,34.34,-0.59,494.63
0.36,6.94,955.20,34.34,-0.59,494.63
0.36,6.93,955.60,34.35,-0.59,491.14
0.32,6.93,954.90,34.35,-0.59,497.25
0.38,6.93,955.50,34.36,-0.59,492.01
0.32,6.93,955.40,34.36,-0.59,492.88
0.38,6.93,955.10,34.37,-0.59,495.50
0.36,6.93,954.90,34.38,-0.59,497.25
0.34,6.93,955.30,34.38,-0.59,493.76
0.38,6.93,954.70,34.39,-0.60,499.00
0.34,6.93,954.70,34.39,-0.60,499.00
0.38,6.93,955.00,34.40,-0.59,496.38
0.32,6.94,955.00,34.40,-0.59,496.38
0.34,6.94,955.20,34.41,-0.59,494.63
0.38,6.94,955.10,34.41,-0.59,495.50
0.34,6.94,955.10,34.41,-0.59,495.50
0.38,6.94,955.50,34.42,-0.59,492.01
0.38,6.93,955.10,34.43,-0.59,495.50
0.34,6.93,954.90,34.43,-0.59,497.25
0.42,6.93,955.20,34.44,-0.59,494.63
0.32,6.94,955.10,34.44,-0.59,495.50
0.38,6.94,955.10,34.45,-0.59,495.50
0.40,6.93,955.20,34.45,-0.59,494.63
0.34,6.93,955.10,34.45,-0.59,495.50
0.38,6.93,955.00,34.46,-0.59,496.38
0.38,6.94,955.70,34.46,-0.59,490.27
