cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
6061,11.08,26527.10,41.73,260.95,-38162.46
6062,11.11,26545.40,41.74,261.14,-38173.27
6063,11.09,26563.40,41.75,261.33,-38183.91
6065,11.09,26578.10,41.76,261.48,-38192.61
6063,11.09,26591.40,41.76,261.61,-38200.45
6064,11.11,26607.30,41.77,261.77,-38209.84
6065,11.11,26623.70,41.78,261.94,-38219.52
6065,11.10,26637.40,41.79,262.08,-38227.59
6067,11.12,26646.60,41.80,262.18,-38233.01
6064,11.12,26657.20,41.80,262.28,-38239.26
6068,11.11,26684.80,41.80,262.57,-38255.52
6066,11.10,26717.70,41.81,262.90,-38274.87
6069,11.09,26753.20,41.82,263.27,-38295.74
6069,11.10,26790.70,41.83,263.65,-38317.76
6071,11.10,26826.90,41.84,264.02,-38338.99
6069,11.11,26854.40,41.84,264.30,-38355.11
6073,11.11,26891.00,41.85,264.68,-38376.54
6072,11.09,26915.70,41.86,264.93,-38390.98
6072,11.11,26954.90,41.87,265.33,-38413.89
6073,11.11,26964.70,41.88,265.43,-38419.61
6074,11.10,26971.00,41.88,265.49,-38423.29
6074,11.11,26971.30,41.89,265.50,-38423.47
6075,11.12,26984.60,41.90,265.63,-38431.23
6074,11.11,27009.20,41.91,265.89,-38445.57
6077,11.12,27024.40,41.91,266.04,-38454.43
6073,11.10,27036.00,41.92,266.16,-38461.19
6076,11.11,27048.40,41.93,266.29,-38468.41
6078,11.12,27063.70,41.93,266.44,-38477.32
6078,11.11,27072.00,41.94,266.53,-38482.14
6076,11.12,27083.30,41.94,266.64,-38488.72
6076,11.10,27090.90,41.95,266.72,-38493.14
6075,11.12,27110.50,41.95,266.92,-38504.55
6078,11.11,27145.10,41.96,267.28,-38524.64
6081,11.11,27170.60,41.97,267.54,-38539.44
6079,11.12,27193.40,41.97,267.77,-38552.67
6082,11.10,27217.20,41.98,268.01,-38566.46
6081,11.10,27244.70,41.99,268.29,-38582.39
6081,11.10,27270.70,42.00,268.56,-38597.43
6084,11.11,27294.00,42.00,268.80,-38610.91
6082,11.11,27320.60,42.01,269.07,-38626.28
6084,11.11,27341.60,42.02,269.28,-38638.40
6083,11.11,27355.00,42.02,269.42,-38646.13
6086,11.11,27363.70,42.03,269.51,-38651.16
6086,11.11,27377.40,42.04,269.65,-38659.06
6083,11.11,27394.10,42.04,269.82,-38668.69
6086,11.11,27416.30,42.05,270.05,-38681.48
6087,11.11,27449.20,42.06,270.39,-38700.42
6087,11.10,27466.30,42.06,270.56,-38710.25
6086,11.10,27486.00,42.07,270.76,-38721.58
6090,11.11,27499.40,42.08,270.90,-38729.29
6087,11.11,27509.40,42.08,271.00,-38735.03
6087,11.11,27519.80,42.09,271.11,-38741.01
6087,11.11,27527.60,42.09,271.19,-38745.48
6089,11.11,27536.30,42.10,271.28,-38750.48
6087,11.11,27547.70,42.10,271.39,-38757.02
6089,11.11,27560.10,42.11,271.52,-38764.13
6090,11.12,27574.70,42.11,271.67,-38772.51
6090,11.12,27587.50,42.11,271.80,-38779.84
6089,11.11,27599.00,42.12,271.92,-38786.44
6089,11.11,27608.90,42.12,272.02,-38792.11
6091,11.11,27622.30,42.13,272.16,-38799.78
6092,11.11,27635.40,42.14,272.29,-38807.27
6091,11.12,27646.90,42.14,272.41,-38813.86
6091,11.11,27658.80,42.14,272.53,-38820.66
6094,11.11,27668.70,42.15,272.63,-38826.32
6093,11.11,27684.30,42.15,272.79,-38835.23
6094,11.11,27708.60,42.16,273.04,-38849.12
6094,11.11,27731.40,42.16,273.27,-38862.14
6094,11.11,27754.10,42.17,273.50,-38875.09
6094,11.11,27776.50,42.18,273.73,-38887.86
6096,11.11,27792.80,42.18,273.90,-38897.14
6095,11.11,27814.50,42.19,274.12,-38909.50
6098,11.11,27830.20,42.19,274.28,-38918.44
6098,11.10,27852.70,42.20,274.51,-38931.25
6097,11.10,27873.60,42.20,274.73,-38943.12
6099,11.11,27893.00,42.21,274.92,-38954.14
6098,11.10,27907.20,42.22,275.07,-38962.21
6099,11.10,27918.60,42.22,275.19,-38968.68
6098,11.11,27931.20,42.23,275.32,-38975.82
6099,11.10,27954.20,42.23,275.55,-38988.88
6101,11.10,27968.30,42.24,275.69,-38996.87
6103,11.10,27979.30,42.24,275.81,-39003.09
6102,11.11,27991.40,42.25,275.93,-39009.95
6101,11.11,28001.50,42.26,276.03,-39015.68
6102,11.10,28011.20,42.26,276.13,-39021.16
6103,11.10,28023.70,42.27,276.26,-39028.23
6103,11.11,28036.40,42.27,276.39,-39035.43
6103,11.11,28051.00,42.27,276.54,-39043.68
6103,11.10,28066.40,42.28,276.70,-39052.39
6104,11.11,28084.30,42.28,276.88,-39062.50
6105,11.11,28101.60,42.29,277.06,-39072.27
6103,11.10,28118.90,42.30,277.23,-39082.03
6104,11.11,28134.80,42.30,277.40,-39091.01
6105,11.11,28153.70,42.31,277.59,-39101.67
6106,11.11,28173.30,42.31,277.79,-39112.71
6106,11.11,28194.20,42.32,278.01,-39124.48
6108,11.11,28209.90,42.32,278.17,-39133.31
6106,11.11,28226.40,42.33,278.33,-39142.61
6108,11.10,28243.90,42.33,278.51,-39152.45
6106,11.11,28264.10,42.34,278.72,-39163.80
6109,11.10,28283.60,42.35,278.92,-39174.75
6109,11.10,28301.80,42.35,279.11,-39184.98
6108,11.10,28317.10,42.35,279.26,-39193.57
6112,11.10,28339.00,42.36,279.49,-39205.85
6110,11.10,28362.40,42.37,279.73,-39218.97
6111,11.11,28375.60,42.37,279.86,-39226.36
6110,11.11,28384.70,42.38,279.95,-39231.46
6112,11.11,28387.30,42.38,279.98,-39232.91
6113,11.11,28392.00,42.39,280.03,-39235.55
6109,11.11,28392.90,42.39,280.04,-39236.05
6112,11.10,28395.30,42.39,280.06,-39237.40
6111,11.09,28389.60,42.39,280.00,-39234.20
6110,11.10,28387.30,42.40,279.98,-39232.91
6109,11.11,28388.40,42.40,279.99,-39233.53
6110,11.10,28389.20,42.40,280.00,-39233.97
6112,11.11,28394.70,42.41,280.06,-39237.06
6110,11.10,28416.20,42.41,280.28,-39249.09
6110,11.10,28431.30,42.42,280.43,-39257.54
6113,11.10,28454.50,42.42,280.67,-39270.51
6114,11.09,28473.40,42.42,280.86,-39281.07
6114,11.09,28481.10,42.42,280.94,-39285.37
6113,11.10,28492.20,42.43,281.05,-39291.56
6113,11.10,28501.90,42.43,281.15,-39296.99
6114,11.11,28512.10,42.43,281.26,-39302.68
6114,11.10,28518.40,42.44,281.32,-39306.18
6114,11.11,28530.30,42.44,281.44,-39312.83
6112,11.11,28546.50,42.44,281.61,-39321.87
6115,11.12,28567.10,42.45,281.82,-39333.34
6116,11.11,28583.40,42.45,281.99,-39342.43
6115,11.11,28600.10,42.46,282.16,-39351.71
6119,11.11,28623.80,42.46,282.40,-39364.90
6114,11.10,28634.20,42.46,282.51,-39370.69
6117,11.10,28642.70,42.47,282.59,-39375.42
6118,11.10,28656.40,42.47,282.73,-39383.03
6117,11.10,28671.20,42.47,282.88,-39391.25
6115,11.09,28684.50,42.48,283.02,-39398.64
6116,11.11,28700.80,42.48,283.19,-39407.69
6119,11.09,28713.60,42.49,283.32,-39414.80
6117,11.10,28726.50,42.49,283.45,-39421.94
6117,11.10,28737.70,42.49,283.56,-39428.16
6118,11.10,28751.60,42.50,283.71,-39435.86
6119,11.10,28766.00,42.51,283.85,-39443.85
6118,11.10,28780.30,42.50,284.00,-39451.77
6119,11.11,28796.30,42.51,284.16,-39460.63
6120,11.11,28811.00,42.51,284.31,-39468.77
6119,11.10,28828.40,42.52,284.49,-39478.39
6119,11.10,28839.00,42.52,284.60,-39484.24
6121,11.11,28849.20,42.52,284.70,-39489.89
6119,11.10,28856.70,42.53,284.78,-39494.03
6119,11.10,28863.40,42.53,284.85,-39497.73
6121,11.11,28873.00,42.53,284.95,-39503.03
6121,11.11,28889.50,42.54,285.12,-39512.14
6119,11.11,28908.30,42.54,285.31,-39522.53
6116,11.11,28912.40,42.54,285.35,-39524.78
6114,11.11,28913.60,42.54,285.36,-39525.45
6114,11.10,28913.40,42.54,285.36,-39525.33
6116,11.10,28913.40,42.54,285.36,-39525.33
6112,11.10,28913.20,42.54,285.36,-39525.23
6115,11.10,28913.50,42.54,285.36,-39525.39
6115,11.10,28913.50,42.54,285.36,-39525.39
6114,11.10,28913.00,42.54,285.36,-39525.11
6115,11.10,28913.60,42.54,285.36,-39525.45
6113,11.10,28913.40,42.55,285.36,-39525.33
6115,11.10,28913.30,42.55,285.36,-39525.29
6112,11.11,28913.80,42.55,285.37,-39525.56
6114,11.10,28913.70,42.55,285.36,-39525.50
6114,11.10,28913.40,42.55,285.36,-39525.33
6114,11.10,28913.20,42.55,285.36,-39525.23
6115,11.10,28913.80,42.55,285.37,-39525.56
6112,11.10,28913.60,42.55,285.36,-39525.45
6115,11.09,28913.60,42.55,285.36,-39525.45
6114,11.10,28913.40,42.55,285.36,-39525.33
6113,11.10,28913.80,42.55,285.37,-39525.56
6111,11.10,28913.60,42.55,285.36,-39525.45
6114,11.10,28912.60,42.55,285.35,-39524.89
6114,11.09,28913.70,42.56,285.36,-39525.50
6112,11.09,28913.50,42.55,285.36,-39525.39
6112,11.10,28912.80,42.55,285.35,-39525.00
6113,11.10,28913.40,42.55,285.36,-39525.33
6115,11.10,28914.30,42.55,285.37,-39525.83
6112,11.09,28914.10,42.55,285.37,-39525.73
6114,11.09,28913.80,42.55,285.37,-39525.56
6114,11.09,28913.60,42.55,285.36,-39525.45
6114,11.09,28913.70,42.56,285.36,-39525.50
6111,11.09,28913.30,42.55,285.36,-39525.29
6112,11.09,28913.30,42.55,285.36,-39525.29
6114,11.10,28913.50,42.55,285.36,-39525.39
6110,11.09,28913.00,42.55,285.36,-39525.11
6113,11.09,28912.60,42.55,285.35,-39524.89
6113,11.09,28913.10,42.55,285.36,-39525.17
6113,11.09,28913.40,42.55,285.36,-39525.33
6112,11.09,28913.50,42.56,285.36,-39525.39
6112,11.09,28913.40,42.55,285.36,-39525.33
6114,11.09,28913.20,42.55,285.36,-39525.23
6112,11.08,28913.60,42.55,285.36,-39525.45
6112,11.08,28913.70,42.56,285.36,-39525.50
6113,11.09,28913.50,42.56,285.36,-39525.39
6112,11.09,28912.60,42.55,285.35,-39524.89
6114,11.08,28913.60,42.55,285.36,-39525.45
6111,11.09,28914.10,42.55,285.37,-39525.73
6114,11.09,28913.60,42.55,285.36,-39525.45
6111,11.08,28914.40,42.56,285.37,-39525.89
6113,11.08,28913.20,42.55,285.36,-39525.23
6112,11.09,28912.80,42.56,285.35,-39525.00
6113,11.08,28914.00,42.55,285.37,-39525.68
6112,11.09,28913.10,42.55,285.36,-39525.17
6111,11.08,28913.40,42.56,285.36,-39525.33
6113,11.08,28913.60,42.55,285.36,-39525.45
6111,11.08,28913.40,42.55,285.36,-39525.33
6113,11.08,28913.30,42.55,285.36,-39525.29
6112,11.08,28913.50,42.55,285.36,-39525.39
6113,11.08,28913.00,42.55,285.36,-39525.11
6113,11.08,28913.80,42.56,285.37,-39525.56
6113,11.08,28913.40,42.55,285.36,-39525.33
6112,11.08,28913.30,42.55,285.36,-39525.29
6112,11.08,28913.70,42.55,285.36,-39525.50
6114,11.08,28913.60,42.55,285.36,-39525.45
6113,11.09,28913.50,42.55,285.36,-39525.39
6112,11.08,28913.80,42.55,285.37,-39525.56
6112,11.08,28913.30,42.55,285.36,-39525.29
6113,11.08,28913.30,42.55,285.36,-39525.29
6113,11.08,28913.30,42.55,285.36,-39525.29
6113,11.08,28913.30,42.56,285.36,-39525.29
6114,11.08,28913.40,42.55,285.36,-39525.33
6112,11.08,28914.10,42.55,285.37,-39525.73
6112,11.08,28913.50,42.55,285.36,-39525.39
6112,11.08,28913.30,42.55,285.36,-39525.29
6114,11.08,28913.40,42.55,285.36,-39525.33
6111,11.08,28913.60,42.55,285.36,-39525.45
6112,11.08,28913.70,42.55,285.36,-39525.50
6112,11.08,28913.50,42.55,285.36,-39525.39
6111,11.08,28912.90,42.55,285.36,-39525.07
6113,11.08,28913.50,42.55,285.36,-39525.39
6111,11.08,28913.70,42.55,285.36,-39525.50
6113,11.08,28913.30,42.55,285.36,-39525.29
6113,11.08,28913.40,42.55,285.36,-39525.33
6112,11.08,28913.50,42.55,285.36,-39525.39
6112,11.08,28912.90,42.55,285.36,-39525.07
6112,11.08,28912.50,42.55,285.35,-39524.84
6111,11.08,28913.60,42.55,285.36,-39525.45
6113,11.08,28913.60,42.55,285.36,-39525.45
6112,11.08,28913.90,42.55,285.37,-39525.62
6111,11.08,28913.60,42.55,285.36,-39525.45
6111,11.08,28913.40,42.55,285.36,-39525.33
6113,11.07,28913.80,42.55,285.37,-39525.56
6111,11.08,28913.20,42.55,285.36,-39525.23
6114,11.08,28913.10,42.55,285.36,-39525.17
6111,11.07,28913.70,42.55,285.36,-39525.50
6110,11.08,28912.70,42.55,285.35,-39524.95
6114,11.08,28913.70,42.55,285.36,-39525.50
6112,11.08,28913.30,42.55,285.36,-39525.29
6114,11.08,28913.80,42.55,285.37,-39525.56
6112,11.08,28913.90,42.55,285.37,-39525.62
6111,11.08,28913.60,42.55,285.36,-39525.45
6113,11.08,28913.70,42.55,285.36,-39525.50
6111,11.08,28913.40,42.55,285.36,-39525.33
6112,11.07,28913.40,42.55,285.36,-39525.33
6113,11.07,28913.60,42.55,285.36,-39525.45
6112,11.08,28913.20,42.55,285.36,-39525.23
6112,11.08,28913.40,42.55,285.36,-39525.33
6111,11.07,28913.20,42.55,285.36,-39525.23
6113,11.08,28913.70,42.55,285.36,-39525.50
6114,11.08,28913.50,42.55,285.36,-39525.39
6112,11.08,28914.20,42.55,285.37,-39525.77
6111,11.08,28913.80,42.55,285.37,-39525.56
6111,11.08,28913.50,42.55,285.36,-39525.39
6110,11.08,28913.90,42.55,285.37,-39525.62
6112,11.08,28913.60,42.55,285.36,-39525.45
6112,11.07,28913.30,42.55,285.36,-39525.29
6112,11.08,28913.40,42.55,285.36,-39525.33
6112,11.07,28913.80,42.55,285.37,-39525.56
6112,11.08,28913.20,42.55,285.36,-39525.23
6112,11.07,28913.60,42.55,285.36,-39525.45
6111,11.07,28913.70,42.55,285.36,-39525.50
6112,11.08,28914.00,42.55,285.37,-39525.68
6111,11.08,28913.90,42.55,285.37,-39525.62
6112,11.08,28913.80,42.55,285.37,-39525.56
6112,11.08,28913.70,42.55,285.36,-39525.50
6113,11.07,28913.30,42.55,285.36,-39525.29
6111,11.07,28913.60,42.55,285.36,-39525.45
6112,11.07,28913.60,42.55,285.36,-39525.45
6112,11.07,28913.70,42.55,285.36,-39525.50
6112,11.07,28913.60,42.55,285.36,-39525.45
6110,11.08,28914.10,42.55,285.37,-39525.73
6112,11.08,28913.50,42.55,285.36,-39525.39
6112,11.07,28913.40,42.55,285.36,-39525.33
6112,11.08,28913.70,42.55,285.36,-39525.50
6110,11.07,28913.90,42.55,285.37,-39525.62
6112,11.07,28913.70,42.55,285.36,-39525.50
6112,11.07,28913.50,42.55,285.36,-39525.39
6112,11.08,28913.70,42.55,285.36,-39525.50
6112,11.07,28913.70,42.55,285.36,-39525.50
6112,11.08,28913.40,42.55,285.36,-39525.33
6110,11.07,28913.60,42.55,285.36,-39525.45
6112,11.08,28914.00,42.56,285.37,-39525.68
6110,11.07,28913.90,42.55,285.37,-39525.62
6113,11.08,28914.40,42.55,285.37,-39525.89
6110,11.07,28914.00,42.55,285.37,-39525.68
6113,11.07,28914.10,42.55,285.37,-39525.73
6110,11.08,28913.50,42.55,285.36,-39525.39
6114,11.08,28913.20,42.55,285.36,-39525.23
6112,11.08,28913.50,42.55,285.36,-39525.39
6114,11.08,28914.20,42.55,285.37,-39525.77
6111,11.07,28913.60,42.55,285.36,-39525.45
6112,11.08,28913.40,42.55,285.36,-39525.33
6110,11.07,28913.60,42.55,285.36,-39525.45
6112,11.07,28914.00,42.55,285.37,-39525.68
6110,11.07,28913.30,42.55,285.36,-39525.29
6109,11.08,28913.70,42.55,285.36,-39525.50
6110,11.06,28913.90,42.55,285.37,-39525.62
6112,11.08,28913.60,42.55,285.36,-39525.45
6113,11.08,28913.60,42.55,285.36,-39525.45
6112,11.07,28913.80,42.55,285.37,-39525.56
6110,11.07,28913.60,42.55,285.36,-39525.45
6109,11.08,28913.80,42.55,285.37,-39525.56
6111,11.08,28913.90,42.55,285.37,-39525.62
6111,11.09,28914.40,42.55,285.37,-39525.89
6110,11.07,28914.20,42.55,285.37,-39525.77
6112,11.07,28914.60,42.55,285.37,-39526.00
6110,11.08,28914.00,42.55,285.37,-39525.68
6111,11.08,28914.10,42.55,285.37,-39525.73
6109,11.09,28913.80,42.55,285.37,-39525.56
6112,11.07,28913.90,42.55,285.37,-39525.62
6111,11.09,28914.10,42.55,285.37,-39525.73
6110,11.07,28914.00,42.55,285.37,-39525.68
6111,11.09,28913.80,42.55,285.37,-39525.56
6112,11.07,28913.50,42.55,285.36,-39525.39
6111,11.07,28913.10,42.55,285.36,-39525.17
6113,11.09,28913.80,42.55,285.37,-39525.56
6111,11.08,28913.70,42.55,285.36,-39525.50
6109,11.08,28913.70,42.55,285.36,-39525.50
6111,11.08,28913.60,42.55,285.36,-39525.45
6110,11.08,28914.40,42.55,285.37,-39525.89
6109,11.09,28913.70,42.56,285.36,-39525.50
6109,11.08,28913.80,42.55,285.37,-39525.56
6111,11.08,28914.00,42.55,285.37,-39525.68
6109,11.09,28914.10,42.55,285.37,-39525.73
6111,11.08,28914.10,42.55,285.37,-39525.73
6109,11.08,28914.00,42.55,285.37,-39525.68
6107,11.08,28914.00,42.55,285.37,-39525.68
6109,11.08,28913.50,42.55,285.36,-39525.39
6109,11.08,28914.00,42.55,285.37,-39525.68
6109,11.08,28913.40,42.55,285.36,-39525.33
6111,11.08,28913.40,42.55,285.36,-39525.33
6112,11.08,28913.60,42.55,285.36,-39525.45
6108,11.07,28913.70,42.55,285.36,-39525.50
6111,11.09,28913.80,42.55,285.37,-39525.56
6108,11.08,28914.50,42.55,285.37,-39525.95
6109,11.08,28913.70,42.55,285.36,-39525.50
6109,11.08,28913.80,42.55,285.37,-39525.56
6108,11.08,28914.10,42.55,285.37,-39525.73
6107,11.08,28914.40,42.55,285.37,-39525.89
6109,11.08,28914.40,42.55,285.37,-39525.89
6108,11.07,28913.30,42.55,285.36,-39525.29
6112,11.08,28913.90,42.55,285.37,-39525.62
6112,11.09,28913.40,42.55,285.36,-39525.33
6115,11.08,28914.00,42.55,285.37,-39525.68
6107,11.08,28913.90,42.55,285.37,-39525.62
6106,11.08,28913.90,42.55,285.37,-39525.62
6109,11.08,28913.60,42.55,285.36,-39525.45
6111,11.08,28914.50,42.55,285.37,-39525.95
6110,11.08,28914.20,42.55,285.37,-39525.77
6109,11.08,28913.40,42.55,285.36,-39525.33
6104,11.08,28913.90,42.55,285.37,-39525.62
6112,11.08,28913.80,42.56,285.37,-39525.56
6107,11.08,28913.70,42.55,285.36,-39525.50
6112,11.09,28914.30,42.55,285.37,-39525.83
6114,11.08,28913.90,42.55,285.37,-39525.62
6111,11.08,28914.10,42.55,285.37,-39525.73
6111,11.08,28914.00,42.55,285.37,-39525.68
6112,11.08,28913.70,42.55,285.36,-39525.50
6113,11.08,28914.40,42.55,285.37,-39525.89
6110,11.08,28913.90,42.55,285.37,-39525.62
6107,11.08,28913.50,42.55,285.36,-39525.39
6111,11.09,28914.00,42.55,285.37,-39525.68
6114,11.08,28913.70,42.55,285.36,-39525.50
6110,11.08,28914.00,42.55,285.37,-39525.68
6110,11.07,28914.20,42.55,285.37,-39525.77
6111,11.08,28914.00,42.56,285.37,-39525.68
6107,11.08,28914.00,42.55,285.37,-39525.68
6110,11.09,28914.10,42.55,285.37,-39525.73
6113,11.08,28914.10,42.55,285.37,-39525.73
6106,11.08,28913.90,42.55,285.37,-39525.62
6112,11.08,28913.90,42.56,285.37,-39525.62
6108,11.08,28913.60,42.55,285.36,-39525.45
6117,11.08,28912.20,42.55,285.35,-39524.67
6112,11.08,28911.90,42.55,285.35,-39524.51
6104,11.08,28914.60,42.56,285.37,-39526.00
6106,11.08,28914.30,42.55,285.37,-39525.83
6109,11.09,28914.60,42.55,285.37,-39526.00
6110,11.08,28913.90,42.56,285.37,-39525.62
6114,11.08,28914.30,42.56,285.37,-39525.83
6110,11.08,28914.10,42.55,285.37,-39525.73
6108,11.08,28914.10,42.56,285.37,-39525.73
6111,11.08,28914.30,42.56,285.37,-39525.83
6107,11.08,28914.00,42.55,285.37,-39525.68
6110,11.09,28913.70,42.56,285.36,-39525.50
6106,11.08,28914.80,42.55,285.38,-39526.11
6109,11.08,28912.10,42.55,285.35,-39524.61
6104,11.08,28913.30,42.55,285.36,-39525.29
6110,11.08,28914.10,42.56,285.37,-39525.73
6105,11.07,28914.40,42.55,285.37,-39525.89
6108,11.08,28914.50,42.55,285.37,-39525.95
6110,11.08,28914.20,42.55,285.37,-39525.77
6110,11.08,28914.50,42.56,285.37,-39525.95
6108,11.08,28913.90,42.55,285.37,-39525.62
6106,11.08,28914.20,42.56,285.37,-39525.77
6111,11.08,28913.30,42.56,285.36,-39525.29
6107,11.08,28913.60,42.55,285.36,-39525.45
6106,11.08,28913.20,42.55,285.36,-39525.23
6106,11.08,28913.20,42.55,285.36,-39525.23
6108,11.08,28913.20,42.56,285.36,-39525.23
6112,11.08,28912.40,42.55,285.35,-39524.78
6107,11.08,28913.30,42.55,285.36,-39525.29
6108,11.08,28915.00,42.55,285.38,-39526.22
6108,11.08,28913.00,42.55,285.36,-39525.11
6104,11.08,28913.10,42.55,285.36,-39525.17
6109,11.08,28912.40,42.56,285.35,-39524.78
6113,11.08,28913.20,42.56,285.36,-39525.23
6109,11.08,28914.10,42.56,285.37,-39525.73
6109,11.08,28914.30,42.56,285.37,-39525.83
6108,11.08,28912.90,42.56,285.36,-39525.07
6108,11.08,28912.80,42.56,285.35,-39525.00
6109,11.08,28913.20,42.55,285.36,-39525.23
6106,11.08,28914.70,42.56,285.37,-39526.05
6107,11.08,28913.70,42.56,285.36,-39525.50
6108,11.08,28915.20,42.56,285.38,-39526.32
6110,11.08,28914.60,42.55,285.37,-39526.00
6109,11.08,28913.00,42.56,285.36,-39525.11
6110,11.08,28915.30,42.56,285.38,-39526.38
6108,11.08,28913.70,42.56,285.36,-39525.50
6110,11.08,28914.60,42.56,285.37,-39526.00
6112,11.08,28914.60,42.56,285.37,-39526.00
6106,11.08,28914.10,42.56,285.37,-39525.73
6110,11.08,28914.20,42.56,285.37,-39525.77
6106,11.08,28916.10,42.55,285.39,-39526.83
6109,11.08,28915.30,42.56,285.38,-39526.38
6110,11.08,28914.60,42.55,285.37,-39526.00
6108,11.08,28914.30,42.56,285.37,-39525.83
6108,11.08,28912.00,42.56,285.35,-39524.56
6109,11.08,28913.00,42.56,285.36,-39525.11
6109,11.08,28914.50,42.56,285.37,-39525.95
6111,11.08,28914.50,42.56,285.37,-39525.95
6108,11.08,28914.40,42.55,285.37,-39525.89
6110,11.08,28912.90,42.56,285.36,-39525.07
6110,11.08,28913.10,42.55,285.36,-39525.17
6111,11.08,28915.00,42.56,285.38,-39526.22
6113,11.08,28914.80,42.56,285.38,-39526.11
6111,11.08,28914.10,42.56,285.37,-39525.73
6108,11.08,28914.70,42.55,285.37,-39526.05
6110,11.08,28913.40,42.56,285.36,-39525.33
6111,11.08,28913.80,42.56,285.37,-39525.56
6106,11.08,28914.90,42.56,285.38,-39526.16
6112,11.08,28914.50,42.56,285.37,-39525.95
6110,11.08,28914.50,42.56,285.37,-39525.95
6108,11.08,28914.50,42.56,285.37,-39525.95
6111,11.08,28914.40,42.56,285.37,-39525.89
6111,11.08,28912.50,42.55,285.35,-39524.84
6108,11.08,28913.60,42.56,285.36,-39525.45
6108,11.08,28914.60,42.56,285.37,-39526.00
6111,11.08,28913.10,42.55,285.36,-39525.17
6112,11.08,28914.70,42.56,285.37,-39526.05
6112,11.08,28914.20,42.56,285.37,-39525.77
6111,11.08,28913.60,42.56,285.36,-39525.45
6109,11.08,28914.80,42.56,285.38,-39526.11
6111,11.08,28914.50,42.56,285.37,-39525.95
6112,11.08,28914.50,42.55,285.37,-39525.95
6110,11.08,28914.20,42.55,285.37,-39525.77
6113,11.08,28914.40,42.55,285.37,-39525.89
6110,11.08,28911.80,42.55,285.34,-39524.45
6112,11.08,28915.50,42.56,285.38,-39526.49
6108,11.08,28915.50,42.56,285.38,-39526.49
6110,11.08,28914.70,42.56,285.37,-39526.05
6111,11.08,28913.80,42.55,285.37,-39525.56
6110,11.08,28913.70,42.55,285.36,-39525.50
6113,11.08,28914.40,42.56,285.37,-39525.89
6110,11.08,28915.20,42.56,285.38,-39526.32
6111,11.08,28914.40,42.55,285.37,-39525.89
6110,11.08,28914.60,42.56,285.37,-39526.00
6111,11.08,28914.90,42.55,285.38,-39526.16
6111,11.08,28914.40,42.56,285.37,-39525.89
6112,11.08,28914.20,42.56,285.37,-39525.77
6113,11.08,28914.30,42.55,285.37,-39525.83
6109,11.08,28914.60,42.56,285.37,-39526.00
6110,11.08,28914.50,42.56,285.37,-39525.95
6112,11.08,28914.10,42.56,285.37,-39525.73
6113,11.08,28913.70,42.56,285.36,-39525.50
6110,11.08,28914.40,42.55,285.37,-39525.89
6113,11.08,28914.50,42.56,285.37,-39525.95
6110,11.08,28914.20,42.56,285.37,-39525.77
6112,11.08,28914.80,42.56,285.38,-39526.11
6112,11.08,28914.30,42.56,285.37,-39525.83
6110,11.08,28914.30,42.56,285.37,-39525.83
6113,11.08,28914.50,42.56,285.37,-39525.95
6110,11.08,28914.40,42.56,285.37,-39525.89
6112,11.08,28914.30,42.56,285.37,-39525.83
6111,11.08,28914.50,42.56,285.37,-39525.95
6113,11.08,28914.10,42.56,285.37,-39525.73
6111,11.08,28914.30,42.55,285.37,-39525.83
6112,11.08,28914.60,42.56,285.37,-39526.00
6112,11.08,28914.40,42.56,285.37,-39525.89
6111,11.08,28914.30,42.56,285.37,-39525.83
6110,11.08,28913.80,42.56,285.37,-39525.56
6112,11.08,28915.60,42.56,285.38,-39526.55
6111,11.08,28914.60,42.56,285.37,-39526.00
6112,11.08,28914.70,42.56,285.37,-39526.05
6110,11.08,28913.90,42.56,285.37,-39525.62
6110,11.08,28914.60,42.56,285.37,-39526.00
6111,11.08,28914.60,42.56,285.37,-39526.00
6112,11.08,28913.50,42.56,285.36,-39525.39
6111,11.08,28914.50,42.56,285.37,-39525.95
6112,11.08,28914.20,42.56,285.37,-39525.77
6110,11.08,28914.00,42.56,285.37,-39525.68
6112,11.08,28913.20,42.56,285.36,-39525.23
6110,11.08,28911.80,42.55,285.34,-39524.45
6111,11.08,28912.10,42.56,285.35,-39524.61
6111,11.08,28912.20,42.56,285.35,-39524.67
6110,11.08,28913.00,42.56,285.36,-39525.11
6111,11.08,28913.50,42.55,285.36,-39525.39
6110,11.08,28913.70,42.56,285.36,-39525.50
6111,11.08,28913.40,42.56,285.36,-39525.33
6108,11.08,28913.90,42.56,285.37,-39525.62
6110,11.08,28913.80,42.55,285.37,-39525.56
6110,11.08,28912.60,42.56,285.35,-39524.89
6110,11.08,28912.90,42.56,285.36,-39525.07
6112,11.08,28913.10,42.56,285.36,-39525.17
6108,11.08,28913.90,42.56,285.37,-39525.62
6111,11.08,28908.00,42.56,285.31,-39522.35
6118,11.09,28899.40,42.55,285.22,-39517.61
6117,11.08,28901.30,42.55,285.24,-39518.66
6115,11.08,28899.30,42.56,285.22,-39517.55
6110,11.12,28856.40,42.55,284.78,-39493.86
6120,11.11,28822.60,42.55,284.43,-39475.17
6120,11.12,28782.90,42.54,284.03,-39453.20
6119,11.12,28756.90,42.54,283.76,-39438.80
6120,11.12,28737.00,42.54,283.56,-39427.77
6119,11.11,28705.40,42.53,283.23,-39410.24
