EC,PRESS,TEMP,DEPTH,ALT
561.60,1976.80,33.78,9.86,-6008.57,
561.60,2003.70,33.82,10.13,-6138.14,
561.70,2030.50,33.85,10.41,-6265.84,
561.60,2039.00,33.87,10.49,-6306.06,
561.70,2014.40,33.90,10.24,-6189.29,
561.50,1985.30,33.92,9.94,-6049.66,
561.30,2005.40,33.94,10.15,-6146.28,
561.60,2029.40,33.96,10.40,-6260.62,
561.80,2057.10,33.98,10.68,-6391.24,
562.10,2084.40,34.00,10.96,-6518.59,
561.80,2112.60,34.02,11.25,-6648.73,
561.70,2139.60,34.04,11.52,-6772.02,
561.80,2168.90,34.05,11.82,-6904.38,
561.50,2195.20,34.06,12.09,-7021.97,
561.30,2223.50,34.08,12.38,-7147.24,
561.50,2252.30,34.09,12.68,-7273.39,
561.30,2279.50,34.10,12.95,-7391.35,
561.20,2306.90,34.12,13.23,-7509.03,
561.50,2335.50,34.12,13.53,-7630.65,
561.80,2361.30,34.13,13.79,-7739.35,
562.10,2389.60,34.14,14.08,-7857.47,
562.40,2418.30,34.15,14.37,-7976.12,
562.40,2445.50,34.16,14.65,-8087.51,
562.40,2472.60,34.17,14.93,-8197.50,
563.50,2501.10,34.17,15.22,-8312.12,
563.80,2528.00,34.18,15.50,-8419.35,
563.90,2556.20,34.19,15.78,-8530.76,
564.00,2584.50,34.19,16.07,-8641.58,
564.10,2610.80,34.20,16.34,-8743.69,
564.30,2637.90,34.21,16.62,-8848.04,
564.40,2667.70,34.21,16.92,-8961.78,
565.30,2696.10,34.22,17.21,-9069.23,
566.10,2723.10,34.22,17.49,-9170.54,
566.40,2751.20,34.23,17.78,-9275.11,
566.60,2780.40,34.23,18.08,-9382.86,
567.40,2807.20,34.24,18.35,-9480.95,
569.50,2834.50,34.24,18.63,-9580.10,
570.40,2864.00,34.25,18.93,-9686.37,
570.70,2891.80,34.25,19.22,-9785.71,
570.90,2917.60,34.25,19.48,-9877.21,
571.30,2947.00,34.26,19.78,-9980.69,
573.20,2974.70,34.26,20.06,-10077.42,
574.90,3002.20,34.27,20.35,-10172.73,
576.40,3030.90,34.27,20.64,-10271.45,
578.40,3059.50,34.28,20.93,-10369.08,
579.40,3088.10,34.28,21.22,-10465.97,
580.20,3116.00,34.29,21.51,-10559.79,
582.40,3136.90,34.29,21.72,-10629.63,
583.20,3162.60,34.29,21.99,-10714.99,
584.30,3193.50,34.30,22.30,-10816.89,
589.50,3222.30,34.30,22.60,-10911.14,
591.50,3250.00,34.31,22.88,-11001.15,
592.60,3284.80,34.31,23.24,-11113.35,
593.00,3316.40,34.32,23.56,-11214.42,
593.60,3346.30,34.32,23.86,-11309.32,
594.90,3380.80,34.33,24.22,-11417.98,
605.90,3410.30,34.33,24.52,-11510.18,
613.30,3437.50,34.33,24.80,-11594.62,
618.40,3469.10,34.34,25.12,-11692.04,
619.70,3498.60,34.35,25.42,-11782.35,
620.50,3525.40,34.35,25.70,-11863.85,
619.80,3554.60,34.35,26.00,-11952.09,
618.60,3582.20,34.36,26.28,-12034.95,
616.50,3606.40,34.36,26.52,-12107.18,
615.80,3631.80,34.36,26.78,-12182.57,
614.50,3657.90,34.37,27.05,-12259.60,
613.90,3674.20,34.37,27.22,-12307.48,
612.30,3683.10,34.37,27.31,-12333.55,
611.60,3680.20,34.38,27.28,-12325.05,
610.60,3681.50,34.38,27.29,-12328.86,
609.90,3679.20,34.38,27.27,-12322.13,
608.40,3681.20,34.38,27.29,-12327.99,
607.80,3680.00,34.38,27.28,-12324.47,
607.00,3682.00,34.39,27.30,-12330.33,
606.30,3681.40,34.38,27.29,-12328.57,
606.10,3680.50,34.38,27.28,-12325.93,
605.90,3679.50,34.39,27.27,-12323.01,
605.70,3667.70,34.39,27.15,-12288.40,
605.60,3677.20,34.39,27.25,-12316.27,
605.70,3687.80,34.39,27.36,-12347.29,
605.70,3679.50,34.39,27.27,-12323.01,
605.90,3677.50,34.39,27.25,-12317.15,
605.90,3684.80,34.39,27.33,-12338.52,
606.10,3680.40,34.39,27.28,-12325.64,
606.10,3678.40,34.39,27.26,-12319.78,
606.20,3685.20,34.40,27.33,-12339.69,
606.30,3682.00,34.39,27.30,-12330.33,
606.20,3685.40,34.39,27.33,-12340.27,
605.80,3672.80,34.39,27.20,-12303.37,
605.80,3677.00,34.40,27.25,-12315.69,
605.90,3679.00,34.40,27.27,-12321.54,
605.90,3648.20,34.39,26.95,-12231.02,
605.90,3644.90,34.39,26.92,-12221.29,
606.10,3679.40,34.40,27.27,-12322.71,
606.00,3682.50,34.40,27.30,-12331.79,
606.10,3682.80,34.40,27.31,-12332.67,
605.90,3685.30,34.40,27.33,-12339.98,
606.00,3685.30,34.40,27.33,-12339.98,
606.20,3684.70,34.40,27.33,-12338.22,
606.10,3689.60,34.40,27.38,-12352.55,
606.00,3694.70,34.40,27.43,-12367.45,
606.20,3685.30,34.40,27.33,-12339.98,
606.80,3686.00,34.40,27.34,-12342.03,
606.30,3688.10,34.40,27.36,-12348.17,
605.60,3685.90,34.40,27.34,-12341.74,
605.90,3682.20,34.40,27.30,-12330.91,
605.90,3688.20,34.40,27.36,-12348.46,
606.00,3682.30,34.40,27.30,-12331.20,
605.90,3686.50,34.40,27.34,-12343.49,
606.10,3687.60,34.40,27.36,-12346.71,
606606.12,3652.20,34.40,26.99,-12242.81,
606.10,3656.60,34.40,27.04,-12255.77,
606.20,3680.30,34.40,27.28,-12325.35,
606.00,3685.40,34.40,27.33,-12340.27,
606.00,3679.00,34.40,27.27,-12321.54,
606.00,3687.70,34.40,27.36,-12347.00,
606.10,3681.00,34.40,27.29,-12327.40,
606.20,3685.80,34.40,27.34,-12341.45,
606.20,3668.30,34.40,27.16,-12290.16,
606.20,3641.60,34.40,26.88,-12211.55,
606.30,3599.20,34.40,26.45,-12085.73,
606.20,3573.60,34.39,26.19,-12009.19,
606.10,3541.80,34.39,25.86,-11913.48,
606606.00,3504.70,34.39,25.48,-11800.94,
606.10,3472.40,34.39,25.15,-11702.18,
606.10,3435.40,34.39,24.78,-11588.12,
606.00,3391.30,34.38,24.32,-11450.87,
606.20,3359.60,34.38,24.00,-11351.32,
606.10,3323.60,34.38,23.63,-11237.33,
606.40,3278.10,34.37,23.17,-11091.83,
607.40,3248.40,34.37,22.86,-10995.97,
608.70,3213.20,34.37,22.50,-10881.43,
609.80,3166.10,34.36,22.02,-10726.58,
610.90,3138.50,34.36,21.74,-10634.96,
612.00,3103.30,34.36,21.38,-10517.17,
613614.68,3065.00,34.35,20.99,-10387.77,
616.10,3032.20,34.35,20.65,-10275.90,
617.40,2997.00,34.34,20.29,-10154.76,
619.00,2960.50,34.33,19.92,-10027.92,
620.20,2927.10,34.33,19.58,-9910.74,
620.30,2896.60,34.33,19.27,-9802.78,
618.90,2847.30,34.32,18.76,-9626.32,
615.00,2811.30,34.32,18.39,-9495.89,
608.70,2784.80,34.32,18.12,-9399.02,
598.70,2742.90,34.31,17.69,-9244.31,
594.60,2696.80,34.30,17.22,-9071.87,
592.90,2670.70,34.30,16.95,-8973.17,
591.00,2627.80,34.30,16.52,-8809.25,
588584.50,2585.00,34.30,16.08,-8643.53,
582.40,2561.40,34.29,15.84,-8551.20,
580.70,2518.20,34.28,15.39,-8380.39,
578.80,2473.00,34.28,14.93,-8199.12,
576.90,2429.40,34.28,14.49,-8021.69,
574.10,2393.60,34.27,14.12,-7874.08,
572.60,2358.10,34.27,13.76,-7725.92,
571.80,2319.80,34.27,13.37,-7564.04,
571.10,2285.00,34.26,13.01,-7415.06,
570.50,2241.30,34.26,12.56,-7225.37,
568.70,2196.50,34.26,12.10,-7027.75,
568.00,2157.20,34.25,11.70,-6851.70,
567.10,2127.20,34.25,11.40,-6715.55,
566565.62,2104.60,34.24,11.16,-6611.95,
565.00,2039.60,34.24,10.50,-6308.89,
564.90,1993.60,34.24,10.03,-6089.66,
564.60,1954.00,34.24,9.62,-5897.61,
564.20,1923.60,34.23,9.31,-5748.05,
563.70,1876.10,34.23,8.83,-5510.46,
563.20,1841.90,34.22,8.48,-5336.37,
563.00,1818.30,34.22,8.24,-5214.69,
562.70,1762.60,34.22,7.67,-4922.38,
562.60,1722.50,34.22,7.26,-4707.27,
562.60,1685.70,34.22,6.88,-4506.26,
562.70,1643.30,34.21,6.45,-4270.22,
562.70,1606.10,34.21,6.07,-4059.02,
562562.93,1570.10,34.21,5.70,-3850.83,
562.90,1526.90,34.20,5.26,-3595.85,
562.90,1500.40,34.20,4.99,-3436.52,
563.00,1458.00,34.20,4.55,-3176.80,
563.00,1421.20,34.20,4.18,-2946.37,
563.10,1382.20,34.19,3.78,-2696.84,
563.00,1342.80,34.19,3.37,-2438.89,
563.10,1303.00,34.19,2.97,-2172.02,
563.00,1263.50,34.19,2.56,-1900.56,
563.10,1227.80,34.18,2.20,-1649.23,
563.10,1189.40,34.18,1.80,-1372.20,
563.20,1148.40,34.18,1.38,-1068.30,
5632.00,1107.00,34.17,0.96,-752.38,
563.56,1067.90,34.17,0.56,-445.12,
563.30,1043.40,34.16,0.31,-247.91,
563.30,1002.20,34.16,-0.11,92.35,
563.30,967.90,34.15,-0.46,384.38,
563.30,966.70,34.15,-0.47,394.74,
563.30,967.30,34.15,-0.47,389.56,
563.30,967.20,34.15,-0.47,390.42,
563.30,966.70,34.15,-0.47,394.74,
563.30,966.80,34.14,-0.47,393.88,
563.16,966.80,34.14,-0.47,393.88,
563.10,966.80,34.14,-0.47,393.88,
563.56,966.40,34.14,-0.48,397.34,
46.65,966.50,34.14,-0.48,396.47,
42.80,966.50,34.14,-0.48,396.47,
44.09,966.60,34.13,-0.47,395.61,
45.82,966.20,34.14,-0.48,399.07,
45.09,966.50,34.15,-0.48,396.47,
45.43,966.10,34.14,-0.48,399.93,
45.26,965.90,34.15,-0.48,401.66,
44.22,966.20,34.15,-0.48,399.07,
38.91,966.40,34.15,-0.48,397.34,
39.18,966.40,34.15,-0.48,397.34,
38.94,966.20,34.15,-0.48,399.07,
28.02,966.10,34.15,-0.48,399.93,
24.77,965.70,34.16,-0.48,403.39,
24.76,965.70,34.16,-0.48,403.39,
24.86,966.00,34.16,-0.48,400.80,
25.56,965.60,34.16,-0.48,404.26,
21.54,965.80,34.16,-0.48,402.53,
21.26,965.80,34.15,-0.48,402.53,
21.59,965.80,34.15,-0.48,402.53,
22.03,965.50,34.13,-0.49,405.12,
21.57,965.90,34.12,-0.48,401.66,
22.26,965.50,34.10,-0.49,405.12,
17.66,965.40,34.08,-0.49,405.99,
3.77,964.80,34.04,-0.49,411.18,
3.32,965.50,33.99,-0.49,405.12,
3.32,965.40,33.93,-0.49,405.99,
3.34,964.60,33.83,-0.50,412.91,
3.28,964.90,33.72,-0.49,410.32,
3.41,964.70,33.61,-0.49,412.05,
3.43,965.10,33.49,-0.49,408.59,
3.43,965.00,33.38,-0.49,409.45,
3.36,964.70,33.26,-0.49,412.05,
3.92,964.70,33.15,-0.49,412.05,
3.88,964.90,33.04,-0.49,410.32,
3.55,964.70,32.93,-0.49,412.05,
3.49,965.00,32.83,-0.49,409.45,
3.23,964.20,32.73,-0.50,416.38,
3.38,964.70,32.63,-0.49,412.05,
2.85,964.70,32.54,-0.49,412.05,
2.85,964.70,32.45,-0.49,412.05,
2.83,964.80,32.36,-0.49,411.18,
2.57,964.30,32.26,-0.50,415.51,
2.40,964.70,32.18,-0.49,412.05,
6.84,964.50,32.12,-0.50,413.78,
7.81,964.70,32.06,-0.49,412.05,
8.34,964.80,32.02,-0.49,411.18,
8.27,964.80,31.99,-0.49,411.18,
8.75,964.70,31.95,-0.49,412.05,
8.91,964.20,31.92,-0.50,416.38,
8.88,964.50,31.87,-0.50,413.78,
8.91,964.70,31.82,-0.49,412.05,
8.95,964.40,31.77,-0.50,414.64,
8.95,964.80,31.71,-0.49,411.18,
8.88,964.50,31.66,-0.50,413.78,
8.77,964.40,31.60,-0.50,414.64,
8.82,964.50,31.54,-0.50,413.78,
8.88,964.60,31.48,-0.50,412.91,
8.82,964.20,31.41,-0.50,416.38,
8.84,963.90,31.33,-0.50,418.98,
8.80,963.90,31.26,-0.50,418.98,
8.80,963.90,31.19,-0.50,418.98,
8.75,964.00,31.12,-0.50,418.11,
8.69,964.20,31.05,-0.50,416.38,
8.71,964.00,30.98,-0.50,418.11,
8.67,963.90,30.91,-0.50,418.98,
8.64,964.10,30.84,-0.50,417.24,
8.68,963.90,30.76,-0.50,418.98,
8.51,963.40,30.68,-0.51,423.31,
8.49,963.50,30.60,-0.51,422.44,
8.47,963.90,30.52,-0.50,418.98,
6.83,963.70,30.43,-0.50,420.71,
6.49,962.60,30.34,-0.52,430.24,
6.64,963.30,30.24,-0.51,424.18,
6.60,963.00,30.14,-0.51,426.78,
6.66,963.00,30.03,-0.51,426.78,
6.49,962.90,29.92,-0.51,427.64,
6.51,962.80,29.81,-0.51,428.51,
6.29,962.90,29.71,-0.51,427.64,
6.40,962.80,29.62,-0.51,428.51,
6.55,962.70,29.53,-0.51,429.38,
5.58,962.80,29.44,-0.51,428.51,
5.56,962.60,29.35,-0.52,430.24,
5.73,962.90,29.25,-0.51,427.64,
5.64,963.20,29.17,-0.51,425.04,
5.02,962.60,29.10,-0.52,430.24,
4.69,962.60,29.04,-0.52,430.24,
5.47,962.50,29.00,-0.52,431.11,
5.45,962.40,28.97,-0.52,431.98,
5.60,962.60,28.94,-0.52,430.24,
5.69,962.40,28.92,-0.52,431.98,
5.43,962.80,28.92,-0.51,428.51,
6.16,962.20,28.91,-0.52,433.71,
6.59,962.20,28.90,-0.52,433.71,
6.42,962.40,28.90,-0.52,431.98,
6.62,962.50,28.89,-0.52,431.11,
6.90,963.00,28.89,-0.51,426.78,
6.81,962.50,28.89,-0.52,431.11,
6.88,962.70,28.89,-0.51,429.38,
6.99,962.50,28.89,-0.52,431.11,
7.03,962.40,28.90,-0.52,431.98,
7.01,962.70,28.92,-0.51,429.38,
6.94,962.50,28.94,-0.52,431.11,
6.94,962.70,28.96,-0.51,429.38,
6.33,962.60,28.97,-0.52,430.24,
6.57,963.00,29.00,-0.51,426.78,
6.29,962.50,29.03,-0.52,431.11,
3.43,963.10,29.04,-0.51,425.91,
4.35,962.50,29.06,-0.52,431.11,
6.05,962.70,29.06,-0.51,429.38,
6.49,962.20,29.06,-0.52,433.71,
6.53,962.90,29.07,-0.51,427.64,
6.72,962.90,29.07,-0.51,427.64,
6.70,962.90,29.08,-0.51,427.64,
6.70,962.20,29.09,-0.52,433.71,
6.72,962.60,29.08,-0.52,430.24,
6.96,962.70,29.08,-0.51,429.38,
6.96,962.30,29.08,-0.52,432.85,
6.96,962.60,29.08,-0.52,430.24,
6.49,962.60,29.07,-0.52,430.24,
5.41,962.90,29.07,-0.51,427.64,
2.96,962.20,29.08,-0.52,433.71,
2.93,961.60,29.08,-0.53,438.92,
3.00,962.20,29.05,-0.52,433.71,
4.54,963.20,29.01,-0.51,425.04,
6.01,962.40,29.01,-0.52,431.98,
6.16,962.60,29.00,-0.52,430.24,
6.40,963.10,28.97,-0.51,425.91,
6.66,963.20,28.96,-0.51,425.04,
6.68,962.20,28.96,-0.52,433.71,
6.49,962.50,28.95,-0.52,431.11,
7.07,963.00,28.94,-0.51,426.78,
7.36,962.00,28.95,-0.52,435.45,
7.47,962.30,28.95,-0.52,432.85,
7.55,962.80,28.95,-0.51,428.51,
7.51,962.70,28.96,-0.51,429.38,
6.60,962.30,28.95,-0.52,432.85,
5.55,962.40,28.96,-0.52,431.98,
