EC,PRESS,TEMP,DEPTH,ALT
593.10,7197.30,34.96,63.25,-20034.67,
593.00,7241.70,34.98,63.71,-20110.01,
592.70,7277.20,34.99,64.07,-20169.99,
592.60,7321.00,35.01,64.52,-20243.65,
592.50,7358.80,35.02,64.90,-20306.94,
592.30,7398.90,35.03,65.31,-20373.79,
592.00,7438.30,35.05,65.72,-20439.19,
591.80,7479.70,35.06,66.14,-20507.61,
591.70,7521.40,35.07,66.57,-20576.22,
591.40,7555.70,35.09,66.92,-20632.41,
591.50,7598.50,35.11,67.36,-20702.25,
591.20,7648.30,35.12,67.86,-20783.11,
591.10,7697.10,35.13,68.36,-20861.93,
590.90,7746.00,35.14,68.86,-20940.51,
590.70,7794.40,35.16,69.36,-21017.90,
590.60,7841.30,35.17,69.84,-21092.52,
590.30,7887.20,35.19,70.31,-21165.18,
590.30,7932.20,35.20,70.77,-21236.10,
590.00,7980.40,35.22,71.26,-21311.71,
589.90,8026.00,35.23,71.73,-21382.89,
589.70,8076.90,35.25,72.25,-21461.96,
589.40,8129.50,35.26,72.79,-21543.25,
589.20,8179.00,35.28,73.29,-21619.35,
589.00,8231.30,35.30,73.83,-21699.36,
588.80,8283.20,35.31,74.36,-21778.35,
588.20,8336.00,35.33,74.90,-21858.31,
588.00,8392.70,35.34,75.48,-21943.71,
587587.43,8449.20,35.36,76.06,-22028.35,
587.00,8493.60,35.37,76.51,-22094.54,
586.50,8543.20,35.39,77.02,-22168.15,
586.20,8596.10,35.41,77.56,-22246.28,
585.80,8646.70,35.42,78.08,-22320.65,
585.60,8695.50,35.44,78.58,-22392.05,
585.20,8743.60,35.45,79.07,-22462.09,
584.80,8795.90,35.47,79.60,-22537.90,
584.40,8846.00,35.48,80.11,-22610.19,
583.80,8889.20,35.50,80.56,-22672.25,
583.50,8928.20,35.52,80.96,-22728.06,
583.20,8977.90,35.53,81.46,-22798.91,
582.60,9032.30,35.55,82.02,-22876.10,
582582.12,9089.80,35.56,82.61,-22957.28,
581.70,9135.50,35.58,83.08,-23021.49,
581.40,9188.20,35.59,83.61,-23095.22,
581.00,9250.90,35.61,84.26,-23182.51,
580.50,9302.80,35.63,84.79,-23254.39,
580.00,9354.50,35.64,85.32,-23325.68,
579.90,9402.00,35.66,85.80,-23390.89,
579.60,9453.60,35.68,86.33,-23461.43,
579.60,9506.90,35.70,86.87,-23533.97,
579.10,9562.60,35.71,87.44,-23609.43,
578.80,9615.20,35.73,87.98,-23680.36,
578.40,9666.90,35.74,88.51,-23749.77,
578577.68,9712.30,35.76,88.98,-23810.48,
577.10,9762.90,35.78,89.49,-23877.86,
576.90,9823.10,35.80,90.11,-23957.67,
576.00,9873.20,35.82,90.62,-24023.78,
575.50,9918.90,35.83,91.09,-24083.86,
575.10,9975.10,35.85,91.66,-24157.42,
574.60,10047.70,35.87,92.41,-24251.96,
573.80,10117.10,35.89,93.12,-24341.82,
572.90,10177.50,35.91,93.73,-24419.62,
572.20,10245.50,35.93,94.43,-24506.76,
571.60,10306.70,35.94,95.05,-24584.79,
571.10,10357.60,35.97,95.58,-24649.39,
570.70,10421.80,35.98,96.23,-24730.52,
570569.43,10487.30,36.00,96.90,-24812.88,
568.50,10546.60,36.03,97.51,-24887.08,
568.30,10601.20,36.04,98.07,-24955.10,
567.80,10647.40,36.06,98.54,-25012.44,
567.30,10701.30,36.08,99.09,-25079.07,
566.90,10765.80,36.10,99.75,-25158.46,
566.30,10838.70,36.11,100.50,-25247.73,
565.80,10914.20,36.14,101.27,-25339.66,
565.50,10987.30,36.15,102.02,-25428.18,
565.20,11052.40,36.18,102.68,-25506.62,
564.60,11120.50,36.19,103.38,-25588.27,
564.10,11193.70,36.22,104.13,-25675.58,
564.00,11264.70,36.24,104.85,-25759.83,
563563.31,11340.10,36.26,105.62,-25848.84,
563.00,11416.50,36.29,106.41,-25938.53,
562.60,11489.60,36.31,107.15,-26023.90,
562.40,11556.20,36.33,107.83,-26101.29,
561.90,11630.10,36.36,108.59,-26186.74,
561.60,11708.30,36.38,109.39,-26276.69,
561.10,11780.90,36.40,110.13,-26359.77,
560.90,11854.50,36.43,110.89,-26443.57,
560.70,11933.40,36.45,111.69,-26532.93,
560.30,12004.50,36.48,112.42,-26613.05,
560.00,12071.50,36.50,113.10,-26688.20,
559.80,12137.50,36.52,113.78,-26761.90,
559559.12,12204.40,36.55,114.46,-26836.27,
558.80,12274.00,36.57,115.18,-26913.30,
558.50,12348.60,36.60,115.94,-26995.46,
558.20,12415.20,36.62,116.62,-27068.48,
558.00,12478.90,36.65,117.27,-27138.02,
557.80,12542.50,36.67,117.92,-27207.16,
557.50,12596.50,36.69,118.47,-27265.65,
557.40,12661.10,36.71,119.13,-27335.35,
557.30,12716.30,36.73,119.70,-27394.68,
557.30,12769.80,36.76,120.25,-27451.99,
560.40,12825.80,36.78,120.82,-27511.77,
558.60,12885.10,36.80,121.43,-27574.83,
557.40,12945.80,36.82,122.05,-27639.14,
557556.93,13022.30,36.84,122.83,-27719.84,
556.80,13111.10,36.87,123.74,-27813.05,
556.80,13188.80,36.89,124.53,-27894.18,
556.70,13265.10,36.91,125.31,-27973.49,
556.70,13341.50,36.94,126.09,-28052.51,
556.60,13422.60,36.96,126.92,-28136.01,
556.50,13500.50,36.99,127.72,-28215.83,
556.50,13576.40,37.01,128.50,-28293.24,
556.60,13654.80,37.03,129.30,-28372.82,
556.60,13745.70,37.06,130.23,-28464.65,
556.60,13826.80,37.08,131.06,-28546.14,
556.60,13912.70,37.11,131.94,-28632.05,
556.00,13990.40,37.14,132.73,-28709.39,
557.36,14074.30,37.16,133.59,-28792.52,
557.00,14159.00,37.17,134.46,-28876.03,
557.00,14235.80,37.22,135.24,-28951.39,
556.90,14329.40,37.24,136.20,-29042.81,
557.00,14410.90,37.27,137.03,-29122.01,
557.00,14500.70,37.30,137.95,-29208.85,
557.10,14583.80,37.33,138.80,-29288.83,
557.40,14670.80,37.35,139.69,-29372.18,
557.40,14766.60,37.38,140.67,-29463.49,
557.56,14852.10,37.41,141.54,-29544.58,
557.80,14943.70,37.44,142.48,-29631.03,
558.36,15022.70,37.47,143.29,-29705.25,
559.50,15113.40,37.50,144.22,-29790.08,
561.30,15194.50,37.54,145.05,-29865.57,
563.30,15277.40,37.57,145.89,-29942.41,
567.20,15361.30,37.60,146.75,-30019.82,
572.20,15446.10,37.63,147.62,-30097.73,
575.40,15532.90,37.66,148.51,-30177.11,
598.60,15617.30,37.70,149.37,-30253.96,
657.00,15676.10,37.72,149.97,-30307.29,
811.80,15754.90,37.75,150.78,-30378.51,
1009.00,15832.20,37.78,151.57,-30448.10,
1264.00,15908.50,37.80,152.35,-30516.52,
1730.00,15991.20,37.83,153.19,-30590.39,
2135.00,16070.60,37.86,154.01,-30661.00,
2271.00,16153.50,37.88,154.85,-30734.44,
2383.00,16239.50,37.91,155.73,-30810.30,
2426.00,16323.70,37.94,156.60,-30884.25,
2433.00,16401.90,37.97,157.40,-30952.67,
2437.00,16487.40,37.99,158.27,-31027.16,
2441.00,16576.10,38.02,159.18,-31104.11,
2444.00,16649.90,38.05,159.93,-31167.89,
2446.00,16726.30,38.07,160.71,-31233.66,
2448.00,16799.30,38.10,161.46,-31296.29,
2449.00,16865.00,38.13,162.13,-31352.48,
2449.00,16946.10,38.16,162.96,-31421.56,
2450.00,17028.20,38.19,163.80,-31491.24,
2449.00,17111.10,38.21,164.65,-31561.32,
2449.00,17196.20,38.24,165.52,-31632.97,
2449.00,17273.80,38.26,166.31,-31698.06,
2448.00,17355.40,38.29,167.15,-31766.25,
2445.00,17434.80,38.32,167.96,-31832.36,
2444.00,17510.20,38.34,168.73,-31894.91,
2445.00,17585.10,38.37,169.50,-31956.82,
2444.00,17664.50,38.40,170.31,-32022.22,
2441.00,17743.70,38.43,171.12,-32087.23,
2442.00,17828.80,38.46,171.99,-32156.81,
2439.00,17905.90,38.49,172.78,-32219.62,
2438.00,17982.30,38.51,173.56,-32281.65,
2435.00,18056.50,38.54,174.32,-32341.68,
2433.00,18139.40,38.56,175.17,-32408.53,
2430.00,18205.60,38.59,175.84,-32461.72,
2429.00,18283.90,38.62,176.64,-32524.43,
2427.00,18369.40,38.65,177.52,-32592.67,
2425.00,18445.60,38.68,178.30,-32653.27,
2423.00,18525.90,38.70,179.12,-32716.91,
2421.00,18608.30,38.73,179.96,-32781.98,
2419.00,18694.70,38.76,180.85,-32849.96,
2415.00,18768.50,38.78,181.60,-32907.83,
2411.00,18846.20,38.81,182.40,-32968.56,
2408.00,18925.80,38.84,183.21,-33030.56,
2405.00,19006.10,38.87,184.03,-33092.89,
2403.00,19086.80,38.90,184.86,-33155.31,
2400.00,19172.20,38.92,185.73,-33221.14,
2392394.00,19254.00,38.95,186.57,-33283.98,
2390.00,19338.20,38.98,187.43,-33348.43,
2389.00,19405.70,39.00,188.12,-33399.94,
2385.00,19479.50,39.03,188.87,-33456.10,
2382.00,19550.40,39.05,189.60,-33509.87,
2380.00,19623.30,39.08,190.34,-33565.00,
2375.00,19703.10,39.11,191.16,-33625.16,
2374.00,19779.00,39.13,191.94,-33682.19,
2369.00,19864.10,39.16,192.81,-33745.93,
2366.00,19941.10,39.19,193.59,-33803.42,
2363.00,20023.70,39.21,194.44,-33864.88,
2359.00,20094.70,39.24,195.16,-33917.55,
2355.00,20179.30,39.27,196.03,-33980.12,
2352348.00,20254.30,39.29,196.80,-34035.40,
2345.00,20335.80,39.32,197.63,-34095.28,
2341.00,20407.10,39.35,198.36,-34147.52,
2340.00,20492.30,39.38,199.23,-34209.74,
2336.00,20565.30,39.41,199.98,-34262.89,
2331.00,20651.30,39.43,200.86,-34325.30,
2328.00,20714.40,39.46,201.50,-34370.96,
2326.00,20778.50,39.48,202.16,-34417.24,
2322.00,20861.50,39.50,203.01,-34476.98,
2316.00,20924.60,39.53,203.65,-34522.26,
2313.00,21010.50,39.56,204.53,-34583.75,
2310.00,21088.90,39.59,205.33,-34639.67,
2303.00,21171.40,39.62,206.18,-34698.35,
2299.00,21252.10,39.64,207.00,-34755.56,
2294.00,21323.50,39.67,207.73,-34806.03,
2291.00,21402.00,39.69,208.54,-34861.38,
2287.00,21474.20,39.72,209.27,-34912.13,
2281.00,21574.30,39.75,210.30,-34982.26,
2279.00,21643.90,39.77,211.01,-35030.87,
2276.00,21718.80,39.80,211.78,-35083.04,
2272.00,21789.50,39.83,212.50,-35132.16,
2270.00,21875.10,39.86,213.37,-35191.44,
2264.00,21945.90,39.88,214.10,-35240.35,
2257.00,22015.30,39.91,214.81,-35288.15,
2255.00,22091.00,39.93,215.58,-35340.16,
2242244.00,22165.80,39.96,216.35,-35391.40,
2241.00,22243.60,39.99,217.14,-35444.55,
2237.00,22322.70,40.01,217.95,-35498.44,
2234.00,22402.70,40.04,218.77,-35552.78,
2227.00,22478.00,40.07,219.54,-35603.80,
2222.00,22558.70,40.10,220.37,-35658.31,
2216.00,22626.90,40.12,221.06,-35704.25,
2214.00,22713.20,40.15,221.95,-35762.23,
2210.00,22772.80,40.17,222.56,-35802.17,
2205.00,22840.80,40.20,223.25,-35847.63,
2200.00,22913.80,40.22,224.00,-35896.31,
2196.00,22993.10,40.25,224.81,-35949.05,
2184.00,23059.70,40.27,225.49,-35993.24,
2179.00,23124.00,40.30,226.15,-36035.80,
2173.00,23197.00,40.32,226.89,-36084.00,
2167.00,23261.50,40.34,227.55,-36126.49,
2163.00,23330.60,40.37,228.26,-36171.90,
2156.00,23401.00,40.39,228.98,-36218.05,
2152.00,23469.50,40.42,229.68,-36262.85,
2146.00,23539.70,40.44,230.40,-36308.66,
2142.00,23611.40,40.47,231.13,-36355.32,
2137.00,23686.90,40.50,231.91,-36404.34,
2133.00,23754.60,40.52,232.60,-36448.19,
2126.00,23827.60,40.54,233.34,-36495.34,
2122.00,23895.70,40.57,234.04,-36539.24,
2112110.00,23941.40,40.59,234.51,-36568.64,
2108.00,24004.70,40.61,235.16,-36609.27,
2101.00,24062.90,40.64,235.75,-36646.58,
2096.00,24133.90,40.66,236.48,-36691.98,
2090.00,24194.20,40.68,237.09,-36730.45,
2084.00,24238.60,40.70,237.55,-36758.73,
2078.00,24263.70,40.72,237.80,-36774.69,
2073.00,24265.10,40.74,237.82,-36775.58,
2067.00,24273.30,40.75,237.90,-36780.80,
2061.00,24283.30,40.76,238.01,-36787.14,
2055.00,24296.60,40.78,238.14,-36795.61,
2050.00,24313.90,40.80,238.32,-36806.59,
2042.00,24331.20,40.81,238.49,-36817.56,
2037.00,24343.50,40.82,238.62,-36825.37,
2031.00,24354.50,40.83,238.73,-36832.34,
2028.00,24363.60,40.84,238.83,-36838.12,
2023.00,24388.70,40.85,239.08,-36854.00,
2020.00,24431.70,40.86,239.52,-36881.22,
2016.00,24467.10,40.87,239.88,-36903.60,
2014.00,24515.50,40.88,240.38,-36934.14,
2015.00,24563.90,40.90,240.87,-36964.64,
2017.00,24619.10,40.92,241.44,-36999.35,
2017.00,24689.80,40.94,242.16,-37043.73,
2015.00,24755.80,40.95,242.84,-37085.07,
2013.00,24810.30,40.97,243.40,-37119.14,
2012012.00,24865.10,40.99,243.96,-37153.33,
2012.00,24929.80,41.00,244.62,-37193.61,
2012.00,24976.30,41.02,245.09,-37222.51,
2012.00,25027.90,41.03,245.62,-37254.54,
2007.00,25090.60,41.05,246.26,-37293.39,
1999.00,25135.20,41.07,246.72,-37320.97,
1995.00,25199.60,41.08,247.38,-37360.73,
1993.00,25260.40,41.10,248.00,-37398.19,
1987.00,25313.70,41.12,248.54,-37430.96,
1983.00,25360.30,41.14,249.02,-37459.57,
1979.00,25424.10,41.15,249.67,-37498.67,
1974.00,25490.80,41.17,250.36,-37539.47,
1967.00,25544.10,41.19,250.90,-37572.01,
1964.00,25593.10,41.21,251.40,-37601.87,
1961.00,25655.20,41.23,252.04,-37639.65,
1956.00,25708.10,41.25,252.58,-37671.78,
1953.00,25751.50,41.26,253.02,-37698.09,
1949.00,25802.50,41.28,253.54,-37728.98,
1944.00,25849.90,41.30,254.03,-37757.63,
1939.00,25898.10,41.31,254.52,-37786.72,
1935.00,25965.40,41.33,255.21,-37827.28,
1933.00,26016.00,41.35,255.73,-37857.72,
1927.00,26064.90,41.37,256.23,-37887.07,
1921.00,26121.60,41.39,256.81,-37921.07,
1920.00,26184.10,41.39,257.45,-37958.47,
1911912.00,26237.00,41.42,257.99,-37990.07,
1908.00,26293.10,41.44,258.56,-38023.53,
1904.00,26363.10,41.46,259.28,-38065.19,
1901.00,26418.10,41.48,259.84,-38097.86,
1898.00,26472.10,41.50,260.39,-38129.89,
1895.00,26542.90,41.52,261.12,-38171.79,
1894.00,26598.10,41.54,261.68,-38204.40,
1889.00,26669.80,41.56,262.41,-38246.68,
1884.00,26719.60,41.58,262.92,-38276.00,
1881.00,26758.10,41.59,263.32,-38298.63,
1876.00,26799.50,41.61,263.74,-38322.92,
1873.00,26846.20,41.63,264.22,-38350.30,
1864.00,26884.80,41.65,264.61,-38372.91,
1862.00,26941.10,41.66,265.19,-38405.83,
1855.00,26993.20,41.68,265.72,-38436.24,
1853.00,27036.20,41.69,266.16,-38461.31,
1849.00,27065.70,41.71,266.46,-38478.48,
1846.00,27081.80,41.72,266.63,-38487.85,
1842.00,27093.50,41.73,266.75,-38494.66,
1838.00,27106.50,41.74,266.88,-38502.21,
1834.00,27119.40,41.75,267.01,-38509.71,
1830.00,27126.00,41.77,267.08,-38513.55,
1828.00,27135.70,41.77,267.18,-38519.18,
1823.00,27138.40,41.78,267.21,-38520.75,
1821820.00,27148.30,41.79,267.31,-38526.50,
1818.00,27175.20,41.80,267.58,-38542.11,
1813.00,27229.70,41.81,268.14,-38573.70,
1810.00,27274.50,41.82,268.60,-38599.63,
1807.00,27330.40,41.83,269.17,-38631.94,
1807.00,27368.30,41.84,269.56,-38653.81,
1807.00,27381.30,41.85,269.69,-38661.31,
1807.00,27408.10,41.87,269.97,-38676.76,
1806.00,27412.40,41.88,270.01,-38679.23,
1806.00,27413.80,41.89,270.02,-38680.03,
1805.00,27420.30,41.89,270.09,-38683.79,
1803.00,27450.20,41.90,270.40,-38701.01,
1803.00,27495.00,41.91,270.85,-38726.76,
1801.00,27553.20,41.93,271.45,-38760.17,
1799.00,27600.80,41.94,271.94,-38787.46,
1796.00,27641.10,41.95,272.35,-38810.53,
1792.00,27661.60,41.96,272.56,-38822.26,
1791.00,27687.60,41.97,272.82,-38837.12,
1788.00,27701.40,41.98,272.96,-38845.00,
1788.00,27682.90,41.98,272.78,-38834.44,
1786.00,27666.60,41.99,272.61,-38825.12,
1785.00,27668.00,42.00,272.62,-38825.92,
1786.00,27667.50,42.00,272.62,-38825.63,
1785.00,27666.50,42.01,272.61,-38825.07,
1781780.00,27667.00,42.01,272.61,-38825.35,
1776.00,27666.40,42.01,272.61,-38825.00,
1774.00,27642.00,42.02,272.36,-38811.06,
1773.00,27613.40,42.02,272.06,-38794.69,
1770.00,27587.40,42.02,271.80,-38779.79,
1770.00,27563.80,42.02,271.56,-38766.26,
1768.00,27536.50,42.02,271.28,-38750.59,
1767.00,27518.70,42.02,271.10,-38740.37,
1768.00,27492.10,42.02,270.82,-38725.09,
1768.00,27475.10,42.02,270.65,-38715.32,
1768.00,27450.70,42.02,270.40,-38701.28,
1768.00,27429.90,42.02,270.19,-38689.32,
1769.00,27407.80,42.02,269.96,-38676.58,
1769.00,27392.00,42.01,269.80,-38667.47,
1769.00,27371.30,42.01,269.59,-38655.55,
1770.00,27354.00,42.01,269.41,-38645.57,
1772.00,27338.70,42.00,269.26,-38636.73,
1775.00,27314.70,42.00,269.01,-38622.87,
1775.00,27302.40,41.99,268.88,-38615.76,
1774.00,27281.20,41.99,268.67,-38603.50,
1776.00,27263.60,41.99,268.49,-38593.33,
1778.00,27237.50,41.98,268.22,-38578.22,
1779.00,27213.70,41.98,267.98,-38564.43,
1782.00,27193.40,41.98,267.77,-38552.67,
1783.00,27171.70,41.97,267.55,-38540.08,
1781785.00,27151.30,41.96,267.34,-38528.24,
1786.00,27131.30,41.96,267.13,-38516.62,
1788.00,27104.60,41.95,266.86,-38501.10,
1788.00,27083.50,41.95,266.65,-38488.84,
1788.00,27049.50,41.94,266.30,-38469.05,
1790.00,27028.60,41.93,266.08,-38456.88,
1792.00,27014.20,41.92,265.94,-38448.48,
1792.00,26981.80,41.92,265.60,-38429.59,
1794.00,26961.40,41.91,265.40,-38417.69,
1794.00,26932.70,41.91,265.10,-38400.93,
1794.00,26911.50,41.90,264.89,-38388.53,
1797.00,26884.60,41.89,264.61,-38372.80,
1802.00,26858.30,41.88,264.34,-38357.39,
1802.00,26825.10,41.88,264.00,-38337.94,
1800.00,26801.40,41.87,263.76,-38324.05,
1803.00,26776.50,41.86,263.51,-38309.43,
1806.00,26746.00,41.85,263.19,-38291.51,
1806.00,26722.90,41.84,262.96,-38277.93,
1808.00,26694.20,41.83,262.66,-38261.05,
1809.00,26665.00,41.83,262.36,-38243.87,
1811.00,26637.60,41.82,262.08,-38227.70,
1813.00,26605.70,41.81,261.76,-38208.88,
1815.00,26579.60,41.80,261.49,-38193.48,
1811819.00,26551.80,41.80,261.21,-38177.06,
1820.00,26531.70,41.79,261.00,-38165.17,
1822.00,26506.10,41.78,260.74,-38150.02,
1823.00,26481.80,41.77,260.49,-38135.63,
1825.00,26452.80,41.76,260.19,-38118.44,
1827.00,26424.20,41.75,259.90,-38101.48,
1828.00,26389.40,41.74,259.55,-38080.82,
1830.00,26357.70,41.73,259.22,-38061.98,
1831.00,26323.50,41.72,258.87,-38041.62,
1833.00,26300.00,41.71,258.63,-38027.63,
1836.00,26267.10,41.70,258.30,-38008.02,
1837.00,26236.80,41.69,257.99,-37989.94,
1841.00,26205.50,41.68,257.66,-37971.26,
1844.00,26176.80,41.67,257.37,-37954.10,
1845.00,26147.40,41.66,257.07,-37936.52,
1848.00,26122.60,41.66,256.82,-37921.67,
1849.00,26083.20,41.65,256.41,-37898.05,
1850.00,26042.30,41.64,256.00,-37873.50,
1852.00,26005.00,41.62,255.61,-37851.10,
1854.00,25983.90,41.61,255.40,-37838.41,
1857.00,25950.50,41.60,255.06,-37818.30,
1858.00,25912.20,41.59,254.67,-37795.23,
1861.00,25886.00,41.58,254.40,-37779.42,
1862.00,25851.70,41.57,254.05,-37758.72,
1861867.00,25820.10,41.56,253.72,-37739.62,
1868.00,25808.00,41.55,253.60,-37732.30,
1870.00,25773.50,41.54,253.25,-37711.42,
1872.00,25732.30,41.53,252.83,-37686.46,
1875.00,25689.90,41.51,252.39,-37660.73,
1878.00,25652.70,41.50,252.01,-37638.13,
1880.00,25630.30,41.49,251.78,-37624.51,
1882.00,25603.10,41.48,251.50,-37607.96,
1884.00,25573.70,41.47,251.20,-37590.05,
1885.00,25543.00,41.46,250.89,-37571.34,
1889.00,25511.40,41.45,250.57,-37552.05,
1890.00,25483.70,41.44,250.28,-37535.12,
1895.00,25453.80,41.43,249.98,-37516.85,
1897.00,25419.10,41.42,249.62,-37495.62,
1899.00,25387.70,41.41,249.30,-37476.37,
1900.00,25356.70,41.40,248.98,-37457.37,
1902.00,25330.10,41.39,248.71,-37441.04,
1905.00,25316.50,41.38,248.57,-37432.68,
1908.00,25275.30,41.37,248.15,-37407.35,
1909.00,25233.30,41.36,247.72,-37381.50,
1912.00,25196.70,41.35,247.35,-37358.94,
1914.00,25164.10,41.34,247.01,-37338.81,
1918.00,25134.90,41.33,246.72,-37320.78,
1917.00,25103.50,41.31,246.39,-37301.37,
1921923.00,25077.10,41.31,246.12,-37285.03,
1925.00,25047.20,41.29,245.82,-37266.51,
1926.00,25017.90,41.28,245.52,-37248.35,
1928.00,24984.10,41.27,245.17,-37227.37,
1929.00,24949.20,41.26,244.82,-37205.68,
1933.00,24913.20,41.25,244.45,-37183.29,
1935.00,24878.50,41.24,244.09,-37161.69,
1937.00,24850.50,41.23,243.81,-37144.22,
1940.00,24812.90,41.22,243.42,-37120.76,
1943.00,24778.00,41.20,243.06,-37098.95,
1946.00,24743.50,41.19,242.71,-37077.37,
1947.00,24703.70,41.18,242.30,-37052.44,
1951.00,24657.60,41.17,241.83,-37023.53,
1954.00,24618.40,41.16,241.43,-36998.91,
1956.00,24582.00,41.14,241.06,-36976.03,
1958.00,24540.90,41.13,240.64,-36950.15,
1960.00,24507.50,41.12,240.30,-36929.08,
1963.00,24468.20,41.11,239.90,-36904.29,
1966.00,24427.20,41.09,239.48,-36878.37,
1968.00,24388.20,41.08,239.08,-36853.69,
1970.00,24347.00,41.07,238.66,-36827.59,
1973.00,24310.90,41.05,238.29,-36804.69,
1974.00,24281.10,41.04,237.98,-36785.76,
1977.00,24242.70,41.03,237.59,-36761.34,
1981982.00,24205.40,41.02,237.21,-36737.59,
1984.00,24165.30,41.01,236.80,-36712.03,
1986.00,24131.30,40.99,236.45,-36690.32,
1992.00,24099.10,40.99,236.12,-36669.75,
1994.00,24073.20,40.97,235.86,-36653.17,
1997.00,24048.10,40.96,235.60,-36637.10,
1998.00,24027.20,40.95,235.39,-36623.71,
2001.00,23990.80,40.94,235.01,-36600.37,
2006.00,23947.00,40.93,234.57,-36572.24,
2009.00,23910.60,40.92,234.19,-36548.83,
2012.00,23875.20,40.90,233.83,-36526.05,
2015.00,23845.40,40.89,233.53,-36506.83,
2020.00,23800.40,40.88,233.07,-36477.79,
2023.00,23768.00,40.87,232.73,-36456.85,
2025.00,23733.30,40.86,232.38,-36434.40,
2029.00,23685.60,40.84,231.89,-36403.50,
2032.00,23640.90,40.82,231.43,-36374.50,
2034.00,23604.70,40.81,231.06,-36350.96,
2037.00,23559.60,40.80,230.60,-36321.62,
2038.00,23521.60,40.79,230.21,-36296.86,
2040.00,23485.50,40.77,229.85,-36273.30,
2044.00,23445.10,40.76,229.43,-36246.91,
2047.00,23396.40,40.75,228.93,-36215.04,
2049.00,23357.40,40.73,228.54,-36189.48,
2052053.00,23315.50,40.72,228.11,-36161.99,
2057.00,23278.00,40.71,227.72,-36137.34,
2059.00,23233.20,40.69,227.26,-36107.87,
2062.00,23186.00,40.68,226.78,-36076.75,
2068.00,23138.40,40.66,226.30,-36045.32,
2072.00,23086.60,40.65,225.77,-36011.06,
2073.00,23045.10,40.63,225.34,-35983.57,
2076.00,23008.90,40.62,224.97,-35959.55,
2078.00,22963.80,40.60,224.51,-35929.59,
2081.00,22930.50,40.59,224.17,-35907.43,
2083.00,22885.90,40.58,223.71,-35877.73,
2088.00,22839.90,40.56,223.24,-35847.05,
2094.00,22795.50,40.55,222.79,-35817.35,
2098.00,22762.30,40.53,222.45,-35795.14,
2101.00,22735.70,40.52,222.18,-35777.32,
2105.00,22687.90,40.51,221.69,-35745.26,
2107.00,22641.10,40.50,221.21,-35713.80,
2113.00,22595.70,40.48,220.74,-35683.25,
2115.00,22550.30,40.46,220.28,-35652.64,
2117.00,22510.70,40.45,219.88,-35625.90,
2121.00,22466.40,40.43,219.42,-35595.94,
2123.00,22424.70,40.42,219.00,-35567.71,
2125.00,22389.80,40.41,218.64,-35544.03,
2130.00,22350.90,40.40,218.24,-35517.62,
2132136.00,22309.30,40.38,217.82,-35489.33,
2138.00,22266.90,40.37,217.38,-35460.45,
2143.00,22214.60,40.35,216.85,-35424.76,
2146.00,22165.00,40.34,216.34,-35390.85,
2147.00,22121.60,40.32,215.90,-35361.14,
2152.00,22081.60,40.31,215.49,-35333.71,
2155.00,22038.80,40.29,215.05,-35304.30,
2157.00,21989.90,40.27,214.55,-35270.66,
2162.00,21943.10,40.26,214.07,-35238.41,
2165.00,21896.10,40.24,213.59,-35205.96,
2167.00,21852.30,40.23,213.14,-35175.67,
2169.00,21802.10,40.21,212.63,-35140.89,
2175.00,21757.40,40.19,212.17,-35109.87,
2177.00,21712.70,40.18,211.71,-35078.79,
2181.00,21686.20,40.17,211.44,-35060.35,
2184.00,21645.00,40.15,211.02,-35031.64,
2187.00,21599.10,40.14,210.55,-34999.60,
2190.00,21557.50,40.12,210.13,-34970.51,
2192.00,21522.40,40.11,209.77,-34945.92,
2196.00,21477.90,40.09,209.31,-34914.73,
2198.00,21433.40,40.08,208.86,-34883.47,
2202.00,21391.10,40.06,208.42,-34853.70,
2206.00,21349.30,40.05,208.00,-34824.25,
2208.00,21303.00,40.03,207.52,-34791.56,
2212215.00,21260.20,40.02,207.09,-34761.30,
2217.00,21220.40,40.00,206.68,-34733.10,
2218.00,21186.90,39.99,206.34,-34709.34,
2221.00,21141.90,39.98,205.88,-34677.39,
2226.00,21098.30,39.96,205.43,-34646.37,
2227.00,21049.80,39.95,204.93,-34611.80,
2231.00,21003.60,39.93,204.46,-34578.81,
2233.00,20961.20,39.92,204.03,-34548.48,
2234.00,20925.70,39.90,203.66,-34523.04,
2237.00,20886.10,39.89,203.26,-34494.64,
2239.00,20847.40,39.87,202.86,-34466.84,
2240.00,20812.20,39.86,202.50,-34441.51,
2246.00,20768.50,39.84,202.06,-34410.02,
2249.00,20725.50,39.83,201.62,-34378.98,
2250.00,20685.20,39.81,201.20,-34349.85,
2253.00,20643.80,39.80,200.78,-34319.87,
2256.00,20599.80,39.79,200.33,-34287.95,
2258.00,20555.10,39.77,199.87,-34255.48,
2261.00,20513.30,39.75,199.45,-34225.04,
2263.00,20472.10,39.74,199.02,-34195.00,
2266.00,20429.80,39.73,198.59,-34164.11,
2270.00,20387.60,39.71,198.16,-34133.25,
2272.00,20347.40,39.70,197.75,-34103.79,
2273.00,20307.70,39.68,197.34,-34074.66,
2272278.00,20271.20,39.67,196.97,-34047.83,
2280.00,20239.60,39.65,196.65,-34024.57,
2283.00,20203.50,39.64,196.28,-33997.97,
2285.00,20166.40,39.63,195.90,-33970.59,
2287.00,20134.30,39.62,195.57,-33946.86,
2291.00,20084.30,39.60,195.06,-33909.84,
